DATA, AA, ACAP, AEXP, B, DOCU, ETAT, KLOC, PCAP, PCON, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, CPLX, FLEX, LTEX, PLEX, EFFORT-, MONTHS-, DEFECTS-, RISKS-
3.257,5.767,4.664,3.278,9.316,4.644,1.683,150.747,3.857,1.429,2.843,3.728,1.332,2.216,1.139,2.784,4.419,3.0,1.786,3.639,2.813,3.731,2.0,2.059,3.814,2.363,3.123,590.922,25.841,6080.064,1.877
2.283,2.555,3.367,4.605,5.394,4.724,2.593,248.111,3.64,4.455,2.866,5.558,4.092,3.761,1.975,1.014,5.649,3.0,5.612,3.341,2.808,3.003,2.0,1.292,3.325,2.69,2.362,486.943,24.435,1660.874,1.072
3.191,5.711,4.182,3.547,6.229,4.402,3.775,227.223,3.728,2.475,2.687,4.251,3.329,3.945,1.665,3.671,2.457,3.0,3.404,3.473,2.677,3.726,2.0,3.393,1.478,1.488,1.856,1134.11,31.345,5978.111,1.877
4.455,1.118,4.12,3.788,6.184,2.028,4.512,118.259,4.457,1.749,2.905,1.11,3.245,4.375,1.42,3.21,4.067,3.0,4.178,3.395,4.289,3.539,2.0,2.732,1.241,3.319,3.586,260.102,19.764,4003.29,2.145
2.947,5.645,3.363,3.862,6.698,2.448,1.148,360.418,3.477,4.601,2.709,5.33,2.977,3.672,1.255,3.909,3.442,3.0,5.728,3.841,4.21,3.96,2.0,1.175,3.757,1.623,3.622,480.266,23.253,2242.207,1.34
4.528,4.51,4.147,4.116,4.113,1.777,3.128,89.268,3.267,3.017,2.472,4.075,2.591,4.509,1.233,4.445,5.887,3.0,3.565,3.549,2.73,3.977,2.0,3.645,2.547,1.187,1.188,423.512,22.885,6059.89,1.877
3.234,4.716,3.76,3.618,8.091,3.169,3.641,274.071,3.788,3.386,2.205,3.178,1.29,2.217,1.844,1.488,2.175,3.0,3.335,3.815,3.841,3.508,2.0,1.111,1.302,3.665,3.07,374.008,23.182,4661.456,1.072
4.915,5.61,3.394,4.858,7.367,4.6,2.511,346.311,4.019,3.669,2.685,1.87,1.08,2.921,1.46,4.704,3.19,3.0,2.434,3.593,3.137,3.745,2.0,3.202,3.105,3.449,1.621,1319.73,32.854,10288.065,1.609
2.044,1.366,3.409,4.972,7.696,1.638,3.643,206.102,4.297,1.702,2.761,1.036,4.255,3.128,1.364,4.663,2.197,3.0,2.288,3.402,4.478,3.403,2.0,1.199,1.96,3.671,1.191,285.578,19.853,5231.876,2.145
2.944,2.641,3.017,2.728,4.433,3.374,2.939,387.312,3.24,3.24,2.673,3.534,3.194,3.448,3.415,2.418,2.327,3.0,3.138,3.766,1.18,3.179,2.0,2.565,1.394,1.119,2.172,2784.631,43.027,24876.373,0.804
2.738,5.228,4.101,3.982,6.036,3.184,4.623,257.229,3.721,1.83,2.613,5.988,3.524,2.265,1.423,3.512,3.018,3.0,4.74,3.509,4.54,3.665,2.0,2.046,1.801,3.629,2.126,522.416,24.562,956.787,1.609
2.657,1.375,4.584,4.454,5.025,3.124,5.074,219.447,3.79,1.34,2.695,5.936,3.481,2.636,1.753,2.612,5.816,3.0,4.536,3.632,4.032,3.371,2.0,2.518,4.911,1.696,1.336,575.625,24.775,2997.424,1.877
4.836,5.315,4.505,4.011,9.52,4.207,2.254,39.759,4.747,4.135,2.083,5.737,3.879,4.909,1.161,2.153,2.03,3.0,3.88,3.142,1.237,3.128,2.0,1.465,4.183,2.348,3.318,84.503,14.301,494.11,3.217
4.738,4.098,4.09,3.554,4.944,1.895,2.112,156.643,4.434,2.78,2.084,4.293,4.021,4.647,3.182,2.867,4.349,3.0,4.436,3.689,3.45,3.363,2.0,1.086,1.749,2.075,3.734,609.435,26.234,2900.644,1.072
2.128,2.389,4.471,3.017,9.087,2.809,4.843,388.054,3.959,3.533,2.878,2.932,3.79,2.497,2.344,2.297,4.78,3.0,4.795,3.509,2.078,3.131,2.0,3.972,2.245,1.218,1.374,1417.155,34.315,11330.753,0.804
2.147,4.834,4.723,2.237,7.079,1.126,1.802,75.293,3.23,3.948,2.329,1.241,2.294,2.063,2.814,2.803,4.455,3.0,2.303,3.502,4.354,3.916,2.0,1.206,4.14,1.986,1.153,236.056,19.258,4000.806,1.34
3.908,1.965,4.732,3.253,3.43,3.377,3.374,37.845,4.326,2.81,2.574,1.844,2.632,2.073,1.466,1.481,3.294,3.0,3.612,3.398,4.509,3.289,2.0,2.976,4.947,3.917,1.557,82.9,13.916,955.588,2.145
2.516,4.066,4.193,2.165,7.7,2.218,1.756,263.66,4.469,3.398,2.607,5.079,1.603,4.373,2.568,1.851,3.344,3.0,4.201,3.96,1.16,3.019,2.0,3.948,2.956,2.982,1.22,1048.917,32.289,13732.978,1.609
4.437,1.749,4.365,3.85,5.146,1.96,3.364,148.25,4.424,1.848,2.401,4.167,1.286,3.577,2.312,4.363,2.113,3.0,1.535,3.371,3.384,3.496,2.0,1.542,4.582,2.982,2.905,519.502,24.095,5633.202,2.145
2.683,4.084,3.038,3.383,7.857,1.17,1.558,78.342,4.08,1.707,2.934,5.762,4.074,3.919,1.06,4.302,5.069,3.0,2.26,3.069,4.651,3.027,2.0,2.545,3.181,3.461,2.182,238.272,18.764,1420.293,1.609
4.067,3.959,4.502,3.568,4.176,1.401,4.311,389.368,3.302,4.774,2.882,5.162,4.02,4.118,2.115,1.815,4.762,3.0,1.776,3.897,4.858,3.564,2.0,1.08,1.698,2.024,1.76,1832.433,35.75,6350.791,1.072
2.076,2.871,3.954,4.641,7.711,3.445,5.968,314.575,3.648,3.578,2.69,5.21,1.989,3.051,1.081,4.928,4.324,3.0,4.975,3.691,2.033,3.849,2.0,2.436,3.774,2.371,1.102,1030.492,30.064,3418.09,1.072
3.541,2.042,4.686,3.735,6.864,1.214,4.631,67.713,4.471,3.036,2.382,2.149,2.079,3.528,1.533,3.775,5.425,3.0,5.945,3.975,2.52,3.361,2.0,2.46,1.059,1.041,2.867,130.651,16.534,1889.229,2.145
2.608,3.798,4.856,3.984,3.89,3.579,4.076,195.927,3.895,1.799,2.561,3.425,3.852,2.925,3.624,3.918,4.899,3.0,5.261,3.132,4.539,3.672,2.0,2.053,4.316,1.281,1.613,883.202,27.698,1744.314,0.268
3.074,3.124,3.595,3.302,8.416,3.806,1.722,36.892,4.059,3.336,2.074,3.39,2.857,4.666,3.364,1.951,3.399,3.0,3.878,3.411,2.191,3.144,2.0,2.805,2.646,1.381,2.01,320.63,21.968,2051.103,0.0
4.935,5.936,4.575,4.871,4.441,2.886,4.437,51.769,3.647,3.612,2.874,2.381,4.91,3.575,2.465,2.727,3.453,3.0,3.104,3.69,2.991,3.819,2.0,3.786,3.973,2.913,1.977,176.124,17.177,944.753,0.536
2.555,1.39,4.47,4.922,9.799,3.151,3.661,362.384,4.162,1.869,2.096,2.666,4.201,3.638,1.075,1.973,3.732,3.0,1.604,3.88,4.024,3.779,2.0,3.246,3.797,3.647,1.146,719.478,26.986,17567.055,2.145
3.592,3.641,3.186,2.685,7.538,3.259,1.915,140.163,4.387,1.759,2.5,4.015,1.312,2.68,2.34,1.014,3.075,3.0,3.737,3.738,2.985,3.03,2.0,3.358,2.446,2.7,1.365,899.258,30.714,7855.82,0.536
2.522,3.668,4.284,4.24,8.113,1.208,1.961,98.569,4.853,4.801,2.343,2.992,3.749,4.257,2.018,1.243,3.95,3.0,5.563,3.56,3.728,3.406,2.0,1.077,4.791,3.212,2.501,92.573,14.41,1097.444,2.145
2.078,1.363,3.775,3.367,6.475,1.044,4.633,108.017,4.568,2.968,2.214,3.786,2.458,3.653,2.899,4.705,4.382,3.0,5.85,3.155,2.785,3.273,2.0,1.923,1.491,1.536,1.244,215.37,18.842,1763.856,1.072
3.918,2.448,3.214,3.214,3.23,3.483,1.629,366.332,4.638,1.692,2.569,3.112,2.571,2.22,1.532,3.539,2.117,3.0,5.263,3.455,1.516,3.384,2.0,2.239,2.285,1.647,1.615,1253.793,33.039,14204.021,1.609
2.687,4.41,3.648,4.876,8.885,4.638,2.586,314.317,3.309,2.858,2.028,1.502,2.293,4.319,1.659,1.153,3.156,3.0,4.931,3.569,2.821,3.997,2.0,1.081,1.32,1.56,3.58,467.036,24.633,9749.022,1.34
2.507,1.78,3.044,3.606,3.442,4.108,2.928,300.372,3.875,2.327,2.644,1.195,4.146,4.096,2.974,3.261,3.714,3.0,2.078,3.159,1.664,3.259,2.0,2.887,2.366,2.769,1.213,2510.722,40.312,25477.277,0.268
4.153,3.219,3.198,4.531,4.59,2.835,5.536,170.867,4.06,3.606,2.58,3.836,2.368,2.238,1.742,2.8,3.707,3.0,5.303,3.278,4.034,3.443,2.0,1.61,3.654,3.085,1.797,335.142,21.209,1233.91,2.145
3.503,3.675,4.528,3.801,5.811,2.431,5.986,382.367,4.286,4.616,2.192,1.509,3.004,4.428,1.518,4.603,2.791,3.0,2.254,3.602,1.866,3.643,2.0,3.412,2.243,2.689,3.191,824.638,28.306,12969.85,2.413
4.922,2.249,3.558,3.526,4.333,3.027,4.924,293.223,4.926,1.226,2.473,2.455,3.357,2.999,1.516,3.661,3.254,3.0,4.807,3.978,1.125,3.542,2.0,3.402,3.78,1.733,1.755,1370.769,33.711,16222.517,1.609
2.761,2.802,3.525,4.772,5.647,1.108,1.17,167.316,4.553,4.115,2.311,1.133,1.73,2.915,2.871,3.849,4.002,3.0,1.656,3.274,1.664,3.631,2.0,1.245,1.241,3.229,3.982,303.144,21.639,9237.044,1.609
4.843,5.299,4.09,3.856,5.526,4.972,4.606,358.052,3.724,3.503,2.658,5.127,4.191,2.402,1.489,1.03,5.587,3.0,4.541,3.983,2.423,3.621,2.0,3.24,3.347,1.552,3.122,1432.388,34.235,5007.285,1.877
2.137,5.148,3.287,3.944,6.084,3.219,5.817,66.621,4.515,3.464,2.251,4.386,1.524,4.982,3.99,1.859,5.444,3.0,1.755,3.122,1.748,3.316,2.0,3.707,1.079,3.894,1.828,626.87,27.881,1667.769,0.536
4.876,5.487,4.545,2.462,7.18,2.98,2.061,105.766,3.116,3.19,2.451,4.381,3.467,3.509,3.099,3.06,4.688,3.0,5.324,3.46,2.085,3.823,2.0,2.921,1.92,2.693,1.755,488.986,24.719,2265.339,0.0
2.489,1.073,3.291,3.922,4.581,1.864,4.362,245.381,3.93,1.645,2.523,5.06,3.029,3.178,1.471,2.167,3.081,3.0,5.431,3.784,4.743,3.598,2.0,1.51,2.353,3.485,2.625,391.019,22.557,2369.02,1.072
2.369,3.484,3.313,4.571,6.042,4.377,1.593,251.409,3.9,3.064,2.797,4.262,2.854,2.188,3.236,4.374,3.237,3.0,3.553,3.555,2.415,3.942,2.0,2.254,1.95,2.272,1.353,879.514,29.417,4677.85,0.0
3.772,1.674,4.387,3.798,7.951,4.955,4.811,98.194,3.301,4.449,2.713,5.748,1.163,4.48,3.666,3.597,2.679,3.0,2.368,3.051,3.179,3.06,2.0,2.33,1.5,2.402,2.896,435.573,23.833,1152.882,0.0
4.904,3.983,4.551,4.251,9.171,2.548,3.744,221.43,3.853,4.083,2.15,3.915,3.215,4.379,1.668,2.224,2.641,3.0,5.558,3.847,1.181,3.448,2.0,1.17,1.805,2.522,2.561,317.623,21.929,3638.302,2.145
2.358,4.657,3.51,4.755,7.415,3.225,4.323,149.392,3.778,4.588,2.416,5.655,2.787,2.162,3.701,3.838,3.191,3.0,4.563,3.91,1.736,3.451,2.0,2.683,1.055,3.299,1.75,429.012,24.015,717.506,0.0
2.014,5.39,4.727,4.142,8.931,1.184,5.206,224.074,4.488,4.085,2.595,3.724,3.451,3.937,3.806,3.359,5.136,3.0,3.344,3.604,2.398,3.61,2.0,2.384,2.668,3.837,2.389,408.523,23.054,2210.743,0.0
3.834,5.232,3.175,4.952,9.084,1.242,1.905,188.368,4.502,2.275,2.114,5.697,1.063,3.961,3.907,1.534,4.158,3.0,5.434,3.669,1.956,3.076,2.0,1.51,2.821,2.877,2.293,524.085,26.004,2271.357,0.536
3.382,2.356,3.847,3.202,6.527,3.858,5.3,321.082,3.976,4.316,2.474,3.013,1.013,3.681,1.306,1.13,5.324,3.0,1.608,3.87,4.91,3.759,2.0,2.349,4.573,1.421,2.563,1711.427,35.25,16564.685,1.34
3.094,3.572,4.184,4.778,8.779,4.746,3.686,293.657,3.066,3.459,2.026,5.755,4.301,2.394,3.343,2.84,5.412,3.0,2.664,3.807,3.249,3.758,2.0,3.641,4.014,2.889,2.106,1546.32,33.761,3200.258,0.0
2.594,3.344,3.131,4.245,9.739,1.485,2.0,299.474,4.939,1.317,2.653,5.752,3.158,2.747,2.499,4.963,2.003,3.0,3.923,3.25,3.394,3.882,2.0,1.283,4.991,2.619,2.161,311.037,20.262,3069.597,1.072
2.652,2.279,3.735,2.484,5.759,2.755,4.058,234.278,4.049,4.902,2.548,5.255,3.063,2.082,3.505,2.722,2.377,3.0,5.92,3.496,2.09,3.69,2.0,3.478,1.637,3.422,3.515,350.754,22.59,1377.419,0.0
3.996,2.684,4.132,4.022,3.18,2.502,5.541,280.356,4.516,1.291,2.272,2.758,4.223,3.148,3.828,4.343,4.962,3.0,4.801,3.926,1.094,3.65,2.0,3.465,3.47,1.713,3.169,1210.656,32.312,7514.742,0.0
2.393,2.88,3.42,3.294,6.834,3.762,3.826,96.364,3.082,1.482,2.816,4.442,1.126,2.637,1.841,2.466,2.076,3.0,1.919,3.591,3.718,3.677,2.0,2.756,4.08,3.752,3.529,474.833,24.579,2652.691,1.072
2.665,3.332,3.264,2.412,5.759,1.881,1.757,110.042,4.855,2.358,2.713,3.401,3.639,3.818,1.707,2.218,3.417,3.0,4.591,3.899,3.564,3.441,2.0,3.892,1.928,2.143,3.104,460.991,23.818,4794.956,1.609
3.874,5.768,4.229,4.069,6.636,1.099,5.534,344.239,4.702,2.694,2.026,4.848,4.881,2.316,3.132,3.797,5.509,3.0,3.916,3.769,3.858,3.743,2.0,3.509,1.696,3.843,2.093,640.582,25.856,2196.394,0.0
4.286,5.901,3.956,2.214,3.534,1.056,5.022,286.881,3.976,3.8,2.855,5.695,2.659,2.813,2.834,1.539,2.32,3.0,3.607,3.267,3.679,3.586,2.0,3.195,3.698,2.481,2.859,740.613,27.37,3086.481,0.0
2.515,3.03,3.722,4.135,7.746,3.757,1.004,316.476,4.088,1.739,2.768,4.954,2.59,4.608,1.409,4.452,5.051,3.0,2.876,3.834,1.301,3.022,2.0,3.773,2.601,3.685,1.201,1022.368,30.395,16421.557,1.877
4.963,2.972,4.666,4.375,3.789,1.972,5.995,37.275,3.204,2.467,2.58,4.731,2.276,3.252,2.557,4.149,2.871,3.0,4.539,3.091,3.561,3.456,2.0,3.03,1.831,1.977,2.457,118.421,15.796,490.885,0.804
3.214,5.999,4.105,2.734,8.266,2.522,3.875,225.633,3.535,2.437,2.325,5.913,2.527,4.85,2.828,1.376,4.561,3.0,3.06,3.432,3.581,3.968,2.0,2.014,3.05,3.96,3.148,1135.738,32.383,3334.968,0.536
3.928,2.094,4.057,4.286,6.182,1.102,3.91,134.357,3.293,1.369,2.098,1.114,4.428,3.701,1.541,3.998,3.158,3.0,5.259,3.388,2.276,3.087,2.0,3.012,1.537,2.536,2.491,237.804,19.302,5212.756,1.609
3.034,2.812,3.782,3.139,5.004,4.905,4.569,144.157,4.88,3.325,2.126,1.946,3.639,4.647,2.865,3.724,2.322,3.0,2.41,3.95,4.248,3.811,2.0,2.455,1.782,3.185,3.723,516.383,24.442,2936.822,0.536
2.394,5.085,4.705,3.935,9.031,2.247,4.832,45.981,4.257,2.66,2.104,4.528,3.003,4.093,2.651,1.069,2.32,3.0,5.881,3.116,4.081,3.956,2.0,1.333,4.495,3.488,3.944,42.537,11.543,185.605,2.145
3.964,4.657,3.668,2.245,6.562,1.95,2.991,238.23,3.666,1.526,2.755,1.114,2.271,2.109,2.428,1.019,3.267,3.0,3.275,3.248,4.993,3.91,2.0,2.66,1.224,1.84,1.685,1750.282,36.916,12617.949,0.268
2.026,2.632,4.298,3.398,9.197,1.492,2.137,228.823,3.802,4.776,2.034,4.582,4.5,2.804,2.149,4.126,5.204,3.0,5.179,3.387,1.902,3.752,2.0,3.722,3.233,3.326,1.239,226.983,19.022,4170.22,0.536
3.591,4.259,4.895,2.536,7.711,3.955,1.191,28.673,3.384,2.533,2.949,3.295,2.286,2.57,3.968,4.85,3.442,3.0,2.051,3.429,2.6,3.999,2.0,1.376,2.487,2.962,3.504,174.763,17.624,751.884,0.536
3.437,5.519,3.581,2.433,6.022,2.846,2.234,335.594,3.778,1.384,2.162,3.227,2.021,3.834,3.015,3.688,5.075,3.0,3.089,3.49,1.834,3.221,2.0,2.495,2.846,3.225,2.674,2074.583,38.117,19043.682,0.536
2.249,5.33,4.729,4.532,6.445,4.909,5.614,86.956,3.225,2.804,2.406,1.502,3.745,4.018,2.236,1.67,4.33,3.0,3.446,3.527,1.084,3.02,2.0,1.656,1.563,1.211,3.552,465.215,24.763,2614.603,1.34
4.302,5.876,4.712,4.003,7.983,2.571,2.15,196.054,4.699,4.346,2.423,2.987,2.8,3.578,2.544,4.685,2.747,3.0,4.905,3.059,4.199,3.749,2.0,1.672,3.12,3.112,2.744,240.249,19.111,1259.314,2.145
4.396,1.905,4.392,2.005,5.052,3.561,1.933,381.507,3.97,1.12,2.171,2.906,1.478,2.12,3.36,4.427,4.589,3.0,3.261,3.766,1.523,3.268,2.0,3.034,3.034,2.895,2.314,2320.763,39.465,30596.092,0.536
4.807,1.366,3.159,2.101,6.698,2.677,2.893,184.815,3.152,3.312,2.394,5.276,1.841,3.56,2.081,4.235,4.817,3.0,3.789,3.508,2.235,3.836,2.0,2.615,1.161,2.316,2.342,1292.092,33.666,10380.405,0.0
4.713,2.142,4.615,3.516,9.863,2.824,3.275,257.749,4.075,1.953,2.398,1.484,4.661,2.507,2.745,1.163,2.865,3.0,5.695,3.279,3.816,3.084,2.0,2.188,3.13,1.229,3.056,496.912,24.515,4382.394,1.072
2.561,5.908,3.836,3.969,9.457,1.071,4.044,328.153,3.96,4.847,2.33,1.397,4.574,2.565,2.459,4.699,4.763,3.0,1.828,3.23,2.967,3.205,2.0,2.985,1.648,1.993,3.769,455.21,23.626,6571.599,0.536
2.672,2.625,3.956,2.787,8.647,1.978,5.603,379.807,4.673,4.276,2.45,2.187,2.762,4.314,2.056,4.565,3.878,3.0,2.744,3.852,3.185,3.862,2.0,2.884,3.279,1.716,2.95,1013.629,29.697,15219.45,0.536
2.878,2.809,3.648,3.127,3.09,2.559,1.642,223.755,3.357,1.488,2.707,3.193,3.979,2.109,3.5,4.953,3.856,3.0,3.151,3.371,2.986,3.42,2.0,2.809,4.845,1.726,1.14,1212.705,30.011,9738.53,0.268
3.348,4.073,3.363,3.805,8.781,2.576,2.237,140.679,3.888,4.756,2.934,2.66,3.935,4.122,2.893,1.76,2.572,3.0,3.262,3.795,2.162,3.934,2.0,1.307,3.359,3.477,2.017,336.219,21.826,4063.935,0.0
2.918,1.414,3.956,4.976,6.185,2.475,4.838,84.781,3.915,4.903,2.646,4.769,4.154,2.218,3.072,1.457,2.74,3.0,4.948,3.317,2.434,3.223,2.0,2.448,3.581,3.861,3.403,90.863,14.456,361.525,0.0
4.115,2.842,3.181,4.781,7.051,4.612,1.314,281.708,4.462,3.99,2.257,5.622,4.596,4.178,3.531,2.421,2.435,3.0,5.418,3.518,1.426,3.087,2.0,2.919,4.278,3.917,1.474,612.491,25.761,2187.351,0.0
4.368,2.785,4.077,4.638,4.262,2.416,4.506,208.4,3.398,3.408,2.703,4.077,3.877,2.336,3.504,1.541,4.419,3.0,2.278,3.755,1.76,3.448,2.0,2.86,4.58,1.055,2.82,1144.946,31.107,7644.944,0.536
3.46,4.283,4.676,2.071,9.325,4.085,3.758,348.688,3.912,2.638,2.897,4.593,4.155,3.841,1.647,3.175,4.53,3.0,5.874,3.738,4.422,3.723,2.0,3.546,4.03,3.158,2.108,695.325,25.948,3416.89,1.609
3.652,3.74,3.702,3.089,3.438,3.698,2.131,183.327,3.967,2.865,2.28,4.738,2.705,4.308,2.462,1.823,2.267,3.0,2.599,3.851,2.305,3.446,2.0,2.433,4.023,1.653,3.927,810.214,28.359,8107.941,0.268
2.737,3.804,3.203,2.538,8.275,3.067,2.145,236.553,3.687,3.605,2.049,4.749,2.866,4.438,2.393,3.806,4.015,3.0,5.085,3.028,1.648,3.819,2.0,3.439,1.589,2.209,2.168,1117.175,32.976,8117.439,0.536
4.76,3.55,3.19,4.596,9.285,3.756,4.084,238.397,3.311,1.932,2.606,3.662,1.845,4.791,3.988,4.074,3.166,3.0,5.198,3.116,4.978,3.038,2.0,3.057,2.798,3.915,2.429,987.013,29.656,1773.029,0.0
4.608,1.768,4.618,3.84,6.804,1.931,5.225,346.258,3.744,2.646,2.049,5.212,4.583,3.046,1.551,3.223,4.066,3.0,4.081,3.212,3.669,3.527,2.0,2.29,3.372,2.185,3.275,676.591,26.249,5019.155,1.609
2.299,2.413,3.351,4.326,9.321,2.89,5.856,162.522,4.507,2.648,2.347,4.135,1.947,2.363,3.26,4.183,4.221,3.0,3.581,3.431,2.965,3.901,2.0,1.919,4.709,3.392,1.794,329.746,21.246,2080.053,0.536
2.384,5.798,3.421,2.933,4.629,4.008,3.776,138.499,4.267,1.784,2.997,4.698,3.684,2.265,2.176,4.773,5.247,3.0,3.59,3.164,4.068,3.881,2.0,3.996,4.324,2.089,2.865,572.45,24.192,1692.298,0.536
4.067,1.649,3.925,3.455,7.045,3.417,1.429,269.742,3.023,1.657,2.286,5.617,1.785,2.964,3.2,4.895,5.605,3.0,5.767,3.015,2.12,3.912,2.0,2.208,1.075,1.02,1.545,1899.148,37.591,6065.875,0.268
4.436,4.409,3.802,3.016,6.201,2.255,4.503,100.186,4.865,2.88,2.797,3.169,2.767,2.132,2.19,2.756,2.3,3.0,2.147,3.804,1.315,3.817,2.0,3.843,3.825,3.789,3.614,382.9,23.16,3017.339,0.804
4.454,5.711,4.928,3.243,6.751,3.678,3.693,265.034,3.265,2.226,2.05,4.098,4.192,4.468,1.119,4.61,4.644,3.0,5.598,3.602,4.717,3.177,2.0,2.547,4.096,1.105,3.831,773.956,26.656,2430.815,1.877
4.132,2.735,3.025,3.003,3.591,3.346,4.059,70.246,3.22,2.123,2.687,3.572,3.805,2.009,3.919,2.211,5.606,3.0,2.077,3.945,4.205,3.712,2.0,1.327,3.444,3.178,2.067,471.71,23.538,1878.954,0.0
4.897,5.858,4.799,2.486,8.371,4.814,1.067,101.486,4.63,3.973,2.473,3.666,1.344,3.782,1.651,2.291,3.708,3.0,3.366,3.058,1.023,3.074,2.0,2.092,3.062,3.81,1.559,363.791,23.129,3294.383,2.681
3.418,2.441,3.917,2.835,6.848,3.408,1.387,142.311,3.157,1.66,2.916,1.625,2.458,2.987,2.378,1.928,4.617,3.0,4.707,3.386,2.187,3.398,2.0,1.708,3.806,3.157,2.741,646.316,26.884,8387.3,0.0
3.517,3.13,3.005,4.817,5.706,2.894,1.247,55.193,4.594,4.275,2.416,5.161,3.786,3.761,3.716,1.302,3.018,3.0,6.0,3.503,4.791,3.853,2.0,2.348,1.041,3.91,2.71,115.824,15.684,239.629,0.0
3.819,1.575,3.364,3.748,4.286,3.158,4.159,92.032,4.365,4.793,2.737,1.732,1.523,3.312,1.279,1.623,3.3,3.0,1.828,3.636,3.748,3.908,2.0,3.266,3.115,1.618,1.014,549.837,26.022,7709.653,1.609
2.741,3.045,4.274,2.803,8.813,4.119,3.197,355.274,3.469,2.246,2.2,2.595,3.694,4.899,1.029,1.922,2.485,3.0,4.125,3.007,3.281,3.933,2.0,2.8,2.702,3.34,3.687,807.551,28.576,12512.16,1.609
3.499,1.499,3.986,3.276,5.542,3.159,4.89,360.158,3.699,4.19,2.452,1.65,1.438,2.268,3.023,2.172,2.661,3.0,3.86,3.674,3.173,3.765,2.0,3.639,2.754,2.158,1.455,1863.428,37.896,14505.707,0.0
2.761,1.425,4.689,2.905,6.385,3.845,1.236,346.044,4.154,3.349,2.626,3.369,2.143,2.216,1.862,1.803,5.391,3.0,1.642,3.796,2.52,3.67,2.0,1.847,2.204,3.571,1.208,1470.444,35.018,24438.915,3.485
4.08,3.807,3.908,3.436,4.508,1.408,5.614,41.987,3.002,2.735,2.243,4.261,3.242,4.587,3.078,4.027,4.851,3.0,5.023,3.652,1.054,3.798,2.0,3.323,3.786,2.646,2.464,227.682,19.049,1112.027,0.0
2.797,5.86,3.776,2.566,4.997,2.538,1.06,190.958,4.288,3.829,2.981,2.537,4.819,3.039,3.768,3.59,2.263,3.0,1.899,3.485,2.166,3.223,2.0,3.119,1.254,1.788,1.493,1031.504,30.923,6246.442,0.268
4.688,5.109,4.77,3.678,7.202,2.103,4.171,87.36,4.333,1.438,2.471,3.439,2.738,2.503,3.937,4.24,2.079,3.0,1.357,3.007,3.103,3.714,2.0,2.227,4.827,3.74,2.419,300.656,20.326,1515.304,0.0
2.232,1.51,3.083,4.382,9.384,3.455,1.216,289.136,4.62,2.994,2.67,1.132,3.521,2.637,3.792,1.868,2.278,3.0,2.577,3.321,4.614,3.129,2.0,2.053,2.785,1.826,3.516,464.596,23.539,7569.523,0.0
4.844,5.683,4.849,4.76,3.249,4.055,4.761,267.36,4.522,1.397,2.188,2.689,1.186,4.047,1.077,2.946,4.146,3.0,4.668,3.8,1.6,3.284,2.0,2.589,2.412,2.987,2.996,1269.861,34.562,7269.226,2.145
2.696,1.946,3.148,4.758,4.358,4.047,5.893,356.725,3.388,3.493,2.018,4.661,4.923,3.935,2.999,4.236,4.311,3.0,1.53,3.175,1.386,3.168,2.0,3.92,2.316,1.037,2.888,3224.343,43.871,11644.493,0.804
3.529,3.023,4.816,3.356,8.25,2.694,4.111,70.783,3.08,1.779,2.43,4.754,4.757,3.819,1.517,4.242,3.441,3.0,2.838,3.119,4.773,3.906,2.0,2.791,3.123,3.472,3.333,192.48,17.54,951.895,1.609
4.28,2.504,3.839,2.7,5.107,1.474,4.121,176.846,4.824,4.915,2.715,5.58,3.267,4.74,2.368,3.926,4.916,3.0,2.628,3.881,2.302,3.657,2.0,1.977,2.82,3.582,2.349,577.911,25.494,3957.914,1.072
2.737,5.908,4.625,3.81,6.964,1.22,3.126,107.264,4.465,1.234,2.34,2.644,1.524,4.998,3.208,4.456,3.76,3.0,3.19,3.452,1.123,3.762,2.0,3.44,2.722,2.001,3.206,560.886,25.708,6323.184,0.0
4.799,2.146,4.572,4.369,4.287,4.084,3.13,208.727,4.668,2.024,2.582,5.467,4.145,2.021,3.437,4.341,5.441,3.0,5.751,3.043,2.691,3.971,2.0,3.847,2.013,2.239,3.732,1012.382,29.591,1188.266,0.0
4.323,3.937,4.307,3.134,9.792,3.437,5.857,332.505,4.183,3.331,2.631,5.396,1.31,2.194,2.709,3.165,3.602,3.0,2.517,3.658,4.595,3.882,2.0,3.468,2.486,2.987,1.279,964.122,30.349,4131.528,1.072
2.689,2.514,4.463,4.474,6.603,1.067,5.816,318.882,4.51,1.348,2.398,2.47,1.039,3.238,2.935,1.022,5.472,3.0,2.629,3.781,2.841,3.19,2.0,2.622,4.46,2.978,2.446,1282.254,33.872,17270.553,1.072
4.283,4.292,3.595,3.182,9.35,3.168,5.911,82.304,4.257,4.807,2.389,3.704,3.572,4.589,3.229,2.017,4.863,3.0,5.301,3.504,1.058,3.806,2.0,3.782,3.084,1.338,2.175,362.071,22.678,1811.571,0.0
3.746,4.533,3.715,3.141,3.716,3.619,4.218,85.078,4.808,3.353,2.705,5.426,3.201,3.574,2.173,1.886,3.201,3.0,3.666,3.375,1.819,3.86,2.0,3.793,3.21,1.449,1.738,467.969,24.332,2439.893,0.536
