 AA, CPLX, DOCU, FLEX, KLOC, PR, RUSE, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.111,3.141,4.288,3.697,210.442,4.511,2.338,457.661,23.158,838.324,1.609
2.802,2.374,2.49,3.515,382.57,3.227,5.684,998.86,30.309,6206.45,0.536
1.877,1.251,3.296,2.31,329.869,2.495,2.224,664.068,25.96,7590.662,2.145
5.609,3.601,3.909,1.202,46.199,2.413,3.427,128.262,16.197,264.668,0.0
5.183,3.945,1.469,3.532,213.201,3.989,5.64,1114.568,31.659,3238.688,0.0
5.095,3.073,2.494,1.88,155.005,2.15,5.427,755.373,29.02,9823.073,2.949
4.188,1.297,2.929,3.475,50.895,2.943,4.496,226.363,19.148,847.767,1.072
3.318,1.953,2.31,2.237,30.132,2.511,5.732,144.957,16.451,678.951,2.145
2.593,1.76,4.318,1.61,293.958,1.775,3.512,1644.579,34.917,6706.681,0.0
4.952,2.245,3.104,1.725,307.277,1.229,2.494,678.516,28.197,5089.918,2.145
3.742,1.67,3.642,4.367,378.175,3.781,3.942,1288.067,32.057,7094.094,0.536
2.297,3.621,2.925,1.494,381.943,2.265,2.85,2413.719,41.758,20721.867,0.536
3.494,1.025,2.105,2.181,33.96,2.172,3.18,92.211,14.553,610.345,2.145
2.972,1.275,2.71,3.695,186.09,5.093,3.66,434.551,24.215,1868.337,0.804
2.899,1.415,4.219,3.041,374.291,3.676,2.083,1642.658,37.107,6001.748,1.34
4.685,3.768,4.412,1.029,289.398,2.817,3.729,1221.143,32.273,4388.339,2.145
1.298,3.113,2.28,3.223,370.811,4.715,2.139,575.319,25.166,5736.609,2.145
1.317,2.622,1.934,3.829,343.117,2.056,5.618,1997.267,36.895,25675.189,0.0
3.989,3.229,2.766,4.628,142.207,3.226,2.712,651.605,26.616,4075.6,0.536
3.329,2.625,3.627,1.297,257.195,2.052,3.419,591.189,26.058,2165.996,0.0
5.053,3.236,2.756,4.057,86.757,2.484,4.972,340.95,20.938,1889.036,1.609
5.265,2.416,2.104,2.985,327.24,3.007,3.915,550.901,24.728,3618.101,0.536
1.444,2.946,2.5,3.785,246.752,3.186,5.287,715.483,27.089,9336.814,2.145
2.33,2.802,2.649,2.697,374.713,5.326,3.644,1740.941,35.924,6583.388,2.145
4.321,3.968,4.395,1.459,163.393,3.536,5.345,698.81,26.875,1284.255,1.609
4.371,2.483,2.31,3.033,224.473,3.305,4.94,506.857,23.58,646.591,1.072
2.465,3.833,1.253,3.211,304.18,3.474,5.005,2106.003,37.656,32219.881,2.681
4.89,2.912,3.343,1.8,71.454,4.066,5.004,747.132,28.354,1998.63,0.0
2.608,2.734,2.387,1.841,289.307,5.237,2.488,571.59,25.66,2827.858,0.536
3.53,2.073,4.15,3.835,287.408,2.271,2.193,746.456,26.995,3262.225,1.609
5.85,2.988,3.039,2.316,302.23,2.693,2.293,1338.146,33.906,9293.467,0.536
5.554,1.223,4.587,1.13,83.852,1.294,5.751,328.602,21.698,502.986,1.072
2.743,1.234,2.679,2.957,290.027,3.216,4.916,1310.242,32.901,19317.533,1.072
3.951,3.131,3.191,1.175,159.868,2.359,4.405,750.521,28.336,5527.969,0.0
4.864,3.881,3.496,4.635,157.096,1.334,4.539,566.964,26.396,5184.284,1.072
5.102,1.296,2.287,4.305,385.933,4.891,2.898,1126.041,30.546,2303.318,0.804
3.707,2.752,3.909,2.971,260.484,2.693,3.348,743.322,27.014,1687.407,1.072
2.963,1.682,2.988,3.586,194.417,5.118,5.605,606.937,25.473,8598.714,1.609
3.299,1.655,3.276,4.135,177.116,4.785,5.127,489.337,24.063,1446.261,1.072
2.015,3.547,1.249,3.366,187.144,5.586,4.484,831.792,28.838,8511.495,0.536
3.648,3.935,4.62,2.22,333.99,4.9,4.205,1464.077,34.608,6681.522,0.0
2.442,3.909,1.864,3.107,177.947,5.274,2.866,628.063,25.943,2773.914,0.0
4.282,3.994,3.734,4.038,11.955,4.453,3.214,62.66,12.905,145.783,1.609
1.747,1.172,4.193,2.161,224.582,5.043,5.986,1084.454,30.965,5615.274,1.072
1.002,2.185,2.488,2.636,75.182,2.917,3.696,139.455,16.615,1197.919,1.609
2.595,1.845,2.946,2.454,276.765,4.88,4.796,867.449,29.335,5345.651,2.145
3.578,3.303,2.3,1.002,258.946,5.876,3.257,734.463,28.572,3943.213,0.536
3.303,2.391,2.705,2.57,193.683,3.194,4.263,585.556,26.261,4639.592,0.536
3.081,1.475,3.301,3.973,180.525,4.689,2.327,206.491,18.266,1117.659,0.0
3.873,1.946,1.641,3.814,225.479,4.359,3.178,566.819,25.666,5460.079,1.609
5.352,2.945,1.035,1.919,44.855,1.392,4.088,153.035,17.225,1245.258,0.268
3.037,3.834,4.146,2.654,99.999,3.419,4.621,379.578,23.116,644.244,0.0
1.853,3.762,1.935,2.865,213.68,1.085,3.164,677.565,26.422,10894.053,1.072
3.949,2.12,4.408,1.983,34.103,1.854,2.345,141.291,16.67,572.831,1.877
1.165,3.582,1.722,1.116,64.017,5.603,4.997,387.688,22.737,687.008,0.536
5.458,3.019,2.041,1.876,75.769,5.618,5.236,368.742,22.932,1227.427,0.536
2.537,2.045,2.16,2.29,256.705,1.716,3.285,822.253,29.135,10943.823,1.877
4.554,2.416,1.539,3.059,123.576,4.706,5.239,479.725,23.345,2322.881,1.877
1.358,2.484,4.218,4.761,145.628,1.987,5.048,342.415,21.016,2939.735,1.609
2.478,2.106,4.566,4.2,17.139,1.573,5.627,119.982,15.523,411.789,0.0
2.542,2.599,3.835,1.099,206.054,4.495,5.284,1218.644,34.062,6956.276,1.609
4.334,3.439,1.124,4.384,325.076,1.462,3.585,1359.731,34.079,41106.397,2.145
5.252,2.003,4.176,1.022,342.44,1.806,4.799,885.65,30.193,3844.076,0.0
2.007,2.019,4.368,2.565,283.173,3.004,5.304,1260.787,32.745,9334.855,1.877
5.146,2.774,4.897,1.669,133.259,2.022,4.492,1173.04,31.081,1235.491,0.536
2.368,2.529,3.61,3.706,80.031,3.507,4.141,228.794,19.189,2167.933,1.609
5.355,1.611,3.801,4.878,172.735,5.958,3.176,654.229,25.413,680.892,2.145
5.911,2.872,1.172,4.27,289.919,4.581,5.258,1162.301,32.655,13165.896,2.145
2.169,2.035,4.217,2.235,388.141,4.461,4.763,2506.571,39.478,5006.21,0.536
1.793,3.966,4.828,3.555,289.632,1.341,3.486,1013.533,29.957,7985.071,1.34
1.563,2.622,4.911,3.145,28.024,1.337,2.668,177.681,18.017,407.189,0.536
5.532,3.396,4.366,4.647,374.926,5.121,2.741,825.979,28.517,1999.627,2.145
4.801,3.651,3.835,3.139,109.592,2.426,3.457,349.678,21.822,1149.655,2.145
2.383,3.121,4.851,2.272,160.13,1.271,5.914,561.728,24.659,1240.539,2.145
2.73,3.235,1.5,4.563,55.552,2.004,4.956,376.036,22.755,10119.369,1.609
2.697,1.723,3.782,4.291,237.364,2.904,3.923,1037.193,30.081,9950.076,2.413
5.87,2.919,2.982,4.957,231.212,3.872,5.67,1014.715,30.241,3381.773,0.0
2.929,1.477,1.688,1.649,257.93,2.798,4.912,1135.652,31.76,20604.104,1.072
1.168,3.957,3.555,2.358,131.401,4.728,3.267,718.605,28.354,2440.811,0.0
2.961,2.623,2.191,2.957,138.572,5.654,4.413,503.983,24.859,1623.893,0.0
1.269,3.411,3.179,4.97,59.919,4.702,3.824,285.325,20.434,1766.279,0.0
5.702,3.761,3.496,4.746,333.436,4.511,5.72,1688.265,35.263,6570.923,1.34
1.79,3.738,3.954,1.584,295.414,2.208,4.944,1122.22,30.988,7789.621,1.34
4.767,1.994,4.343,4.512,132.121,5.003,5.154,578.006,25.696,2510.985,3.753
1.06,2.357,4.361,1.572,286.864,2.677,4.463,891.065,29.446,6229.989,1.072
4.17,2.398,4.641,2.796,141.23,5.854,3.449,604.562,25.325,463.153,0.0
2.2,1.465,2.432,4.88,345.699,5.95,3.62,784.936,26.922,6008.1,2.145
4.039,1.012,2.039,3.256,28.998,2.648,5.097,80.158,14.121,498.497,0.268
3.639,1.38,3.56,3.246,310.482,4.273,5.93,928.964,29.463,3947.64,2.145
4.558,3.262,2.402,3.984,34.881,5.462,3.728,69.228,12.87,133.467,0.0
4.267,2.695,2.925,3.378,259.301,3.237,2.401,605.624,26.223,3285.311,0.536
2.547,2.849,1.381,1.528,134.4,4.741,3.798,311.69,21.048,1397.576,0.804
5.573,1.076,4.954,4.395,40.755,3.238,2.609,113.496,15.277,442.591,2.145
1.377,3.621,2.617,1.329,308.675,4.647,2.886,1202.562,32.822,9549.581,0.0
5.596,3.812,3.225,1.001,41.2,2.896,2.721,298.507,21.527,586.979,0.0
1.318,3.832,1.263,4.576,276.958,5.751,4.925,753.405,27.44,4881.144,0.0
3.71,1.078,3.642,3.185,158.393,1.64,3.236,456.199,23.143,2063.581,3.217
3.655,3.818,4.576,4.711,256.318,5.184,2.886,1108.529,32.003,4597.657,2.145
5.817,2.827,3.61,3.641,347.376,3.738,3.951,940.364,29.396,1720.174,0.0
4.268,1.582,1.17,1.673,58.434,4.436,4.733,232.175,19.425,845.516,1.34
5.296,2.73,4.63,3.498,258.084,2.835,3.912,885.195,29.341,4394.601,1.609
3.677,2.004,2.051,4.075,159.413,1.698,3.424,449.971,24.603,7746.688,0.0
2.454,2.736,4.779,4.589,65.913,3.626,2.635,160.157,16.694,556.694,0.0
4.783,2.425,3.331,1.438,187.462,3.661,3.783,678.137,27.235,2610.304,0.536
5.22,3.834,4.034,1.455,371.761,2.181,3.529,1123.056,31.517,1088.402,0.536
1.45,3.766,3.189,2.414,144.661,2.068,3.25,1424.826,33.122,7924.429,0.268
5.104,1.606,1.029,1.196,47.058,3.546,4.245,204.819,19.331,2306.77,0.0
4.646,2.393,2.366,3.467,315.641,2.748,4.084,1135.859,32.139,8311.481,1.072
4.504,2.888,2.589,4.835,238.915,2.591,4.894,892.468,30.232,10440.873,1.072
1.801,3.604,2.011,2.029,313.372,3.773,3.372,1187.52,30.832,5733.569,0.804
3.954,2.403,3.461,3.297,239.498,5.478,2.638,887.173,30.133,3535.44,0.804
3.024,1.339,4.127,4.468,233.037,3.422,2.776,1048.455,30.074,6326.272,1.072
3.841,3.698,2.179,3.602,385.056,5.671,5.649,1866.786,37.402,5129.896,0.0
5.414,2.209,4.196,2.424,334.413,3.545,5.733,1109.399,32.464,4732.537,2.145
3.663,3.397,1.762,3.34,228.715,4.407,3.315,613.865,25.173,3063.556,0.268
1.113,2.492,2.026,4.509,128.288,2.883,3.471,301.734,20.973,10562.875,1.34
1.378,2.243,2.332,4.278,152.839,5.799,4.635,1123.687,31.052,19074.845,1.34
4.533,2.678,4.402,4.443,386.967,4.946,4.715,937.01,28.938,2647.403,1.609
1.595,2.734,4.816,1.307,210.602,4.44,2.139,1438.627,34.832,3680.257,0.268
3.096,3.265,1.797,4.877,224.379,2.37,5.838,555.806,24.677,3891.5,0.0
1.065,3.889,3.924,2.97,84.642,2.309,3.742,200.305,17.785,279.511,1.072
4.571,3.947,2.41,1.853,341.761,3.507,5.979,1981.039,38.98,15885.188,1.877
4.32,1.824,1.234,2.014,40.07,3.162,3.852,93.404,15.271,617.072,2.145
5.074,2.904,4.445,4.942,350.546,1.958,2.998,1087.459,29.681,3693.047,0.0
2.581,2.202,2.437,3.095,279.822,3.319,4.689,1368.165,32.662,11191.495,0.0
3.245,1.731,4.935,1.671,240.428,4.637,5.873,1269.528,33.043,2360.151,0.804
3.641,3.521,2.68,1.189,218.268,2.222,3.754,1633.761,36.967,18865.626,0.268
5.951,2.17,3.161,2.336,220.15,5.455,2.955,448.898,24.253,1037.138,0.0
5.316,3.914,2.978,4.808,209.948,1.968,2.075,523.734,24.113,1602.564,1.072
2.673,3.811,3.026,4.193,285.446,1.398,3.059,290.664,19.989,573.436,0.0
2.908,1.802,1.892,4.427,125.978,4.524,5.821,352.871,21.654,2553.042,0.536
1.825,2.315,4.356,4.063,30.607,4.218,3.564,108.633,15.057,225.831,1.072
4.446,1.806,3.22,1.635,111.538,3.545,4.802,559.127,25.328,1726.116,0.536
5.121,3.744,3.192,3.113,182.383,3.375,4.487,1226.729,31.3,1619.211,0.0
1.876,3.625,5.0,4.404,124.709,5.273,3.22,604.304,25.054,721.06,1.072
1.279,2.603,2.186,2.913,310.607,1.995,3.702,660.263,26.295,10855.685,2.145
2.687,2.821,2.333,1.612,165.18,1.281,3.843,735.507,28.199,4823.36,0.268
3.7,1.987,1.051,3.21,251.303,1.501,5.516,1317.219,34.042,30324.17,2.145
1.835,1.954,1.819,2.138,11.024,2.308,3.468,63.186,13.127,531.382,0.0
5.057,2.166,1.46,1.648,354.211,5.126,4.065,1175.174,33.498,18998.861,1.609
5.504,1.061,2.54,4.16,313.032,5.694,5.08,1089.395,31.265,2154.024,1.34
1.128,1.749,1.208,4.308,305.262,4.198,5.924,418.299,22.857,8665.829,2.145
4.417,3.424,3.175,1.476,257.958,4.216,3.845,1609.97,34.839,9380.6,0.536
4.073,3.861,1.012,3.65,324.311,5.009,3.042,769.737,28.312,12652.826,1.877
5.888,3.186,4.808,2.136,206.952,1.095,3.389,1297.833,32.687,3147.029,0.0
1.105,3.857,3.475,4.12,182.041,3.026,4.933,603.85,25.486,3695.771,1.609
4.054,2.565,2.143,2.655,12.979,1.656,3.393,73.001,13.885,1095.386,0.268
3.274,1.316,4.243,4.59,198.761,5.759,4.648,975.5,30.016,4825.366,1.072
1.71,3.327,4.767,4.516,233.072,3.225,3.261,701.589,27.234,7298.275,1.609
1.805,1.688,4.39,3.055,284.525,5.713,3.244,1368.394,35.487,4433.729,2.413
3.559,2.883,3.515,2.081,279.888,3.156,5.434,1123.591,30.804,4779.425,1.072
5.479,2.286,4.042,4.265,269.658,3.724,5.493,843.987,29.022,1809.814,0.0
1.522,1.453,1.664,3.97,241.085,2.555,4.006,504.702,24.33,5811.139,0.536
4.463,2.506,1.665,3.033,20.997,1.129,4.05,85.898,14.392,435.974,0.0
3.924,1.961,2.785,1.795,115.979,3.364,3.909,849.848,30.375,11167.252,1.072
1.592,1.823,1.45,1.097,276.465,3.186,4.143,1168.026,33.649,37751.578,4.29
5.679,1.253,1.185,1.65,72.71,5.472,3.929,168.355,17.344,505.956,3.217
4.897,2.668,3.119,1.253,267.024,3.84,5.353,1106.163,31.1,5939.608,1.609
5.904,1.562,2.825,2.547,140.683,4.315,4.899,182.544,17.258,320.225,3.217
3.289,2.525,1.566,4.835,49.55,4.55,2.543,229.76,18.913,1183.392,0.0
4.65,2.617,1.63,2.339,238.806,1.848,5.833,1082.898,30.305,6925.881,0.0
4.936,1.562,2.493,2.931,351.062,2.363,4.42,984.12,29.735,6968.598,0.804
5.744,3.124,4.495,1.358,390.58,4.815,3.119,2880.74,41.56,2558.496,0.804
2.343,2.763,4.606,1.222,272.465,4.9,3.319,1342.664,34.441,2150.369,0.536
4.306,1.988,2.725,1.489,202.131,3.211,3.88,558.859,26.2,5417.004,3.217
5.144,2.389,4.736,2.383,21.632,3.966,3.745,73.171,13.727,269.348,2.145
3.475,1.839,3.907,3.366,348.636,3.686,2.111,1272.791,33.267,15875.88,1.072
1.688,3.273,2.27,3.49,121.819,5.712,4.474,268.383,20.048,1611.401,0.804
5.271,3.939,2.657,3.572,141.845,5.661,2.008,881.943,29.735,2086.67,1.877
3.466,2.47,3.443,1.689,64.896,1.311,5.691,186.871,18.055,470.408,0.0
4.741,3.908,3.202,2.44,141.85,4.268,2.743,564.083,25.805,2434.706,1.609
5.063,2.294,4.258,3.625,345.466,5.752,4.357,1397.452,32.625,835.723,0.0
2.124,1.438,4.568,3.361,73.227,2.44,5.03,366.036,22.044,2591.737,2.949
5.499,2.429,2.01,3.671,93.539,1.452,2.315,323.022,21.25,1117.839,0.0
1.532,2.274,4.923,4.981,225.402,5.264,2.58,336.856,21.56,1531.809,1.072
2.958,3.296,1.892,2.191,234.369,4.956,2.259,1140.78,30.493,6477.372,0.0
3.711,2.733,2.57,4.636,62.316,5.43,5.061,163.804,16.419,232.919,0.0
4.625,2.969,1.512,4.887,175.84,1.024,4.103,322.412,20.552,2302.621,0.536
5.779,3.504,1.107,3.34,348.041,3.532,4.309,1017.03,30.525,10380.481,2.145
5.06,1.003,3.163,3.378,236.369,2.95,5.298,407.152,22.802,1054.749,0.804
2.597,2.758,1.622,4.258,282.985,4.213,3.03,703.834,27.453,8600.099,1.072
4.996,3.631,3.52,1.883,307.956,4.325,3.273,1726.456,35.566,7482.37,1.877
4.201,3.91,3.913,2.622,323.498,3.867,4.682,2276.501,40.513,7862.581,0.268
3.34,1.396,4.268,1.894,206.461,4.147,4.692,846.996,28.358,1630.018,1.34
1.391,3.386,4.39,2.251,303.323,3.222,3.704,753.29,27.879,2889.379,1.072
3.197,3.037,4.873,3.748,245.694,3.495,2.924,978.134,29.767,3124.384,0.804
1.461,2.854,1.022,3.165,307.261,1.618,5.254,862.634,28.277,15460.687,1.877
1.654,3.972,3.232,2.392,192.748,1.284,5.275,1466.275,36.095,44762.235,2.413
3.279,3.944,1.344,3.514,31.022,1.621,4.377,100.476,15.121,2268.534,0.0
5.766,2.039,2.28,2.713,66.489,4.716,2.668,410.862,23.38,1794.968,1.072
4.16,1.629,2.693,1.816,254.945,1.306,3.737,457.352,24.103,6247.1,3.217
1.803,2.509,2.632,2.728,117.575,1.632,2.623,171.944,17.471,911.835,0.536
5.3,3.102,1.137,2.449,202.262,4.617,4.039,550.625,25.139,4139.972,1.877
1.269,1.462,3.219,1.755,194.142,5.645,3.613,382.658,23.09,2562.493,3.217
5.201,1.272,1.047,4.794,374.802,2.863,4.853,665.948,25.898,6760.071,1.34
4.31,1.344,4.437,4.336,270.555,3.994,2.855,469.934,22.869,1476.286,1.072
4.806,3.611,1.516,4.734,201.587,4.565,5.658,675.356,25.735,5033.784,0.0
4.059,2.825,4.702,1.42,154.876,3.537,2.797,671.509,27.337,2801.376,2.145
1.666,3.625,3.417,3.261,26.903,4.536,3.736,100.407,14.766,425.367,2.145
4.305,1.091,3.26,1.732,209.429,3.763,4.564,492.185,24.982,7062.11,2.145
4.047,2.114,4.021,1.252,243.67,2.222,2.217,1383.009,34.073,4941.295,0.536
3.12,2.592,3.29,4.432,249.812,1.281,4.323,2014.508,39.109,27710.445,1.072
2.048,2.748,1.233,2.011,381.042,2.231,5.588,586.198,25.664,24849.3,1.072
5.961,1.36,1.754,2.641,312.591,3.992,5.681,418.428,23.032,2641.987,3.485
3.26,1.219,2.164,1.746,67.2,4.011,2.452,141.412,16.765,2954.72,1.072
2.242,2.917,2.001,4.654,106.282,5.178,3.55,501.995,24.28,4361.392,0.268
4.448,2.38,3.739,1.226,235.24,5.362,2.837,509.138,24.545,439.757,0.0
2.526,2.141,4.031,3.063,338.439,1.147,4.307,1068.079,29.68,9873.006,1.609
4.193,1.27,3.362,2.24,76.649,2.118,5.712,343.827,22.516,1007.112,0.0
3.486,3.931,2.943,1.698,152.828,5.05,2.15,1014.475,30.73,5760.61,0.268
2.032,1.186,1.922,4.23,214.029,3.918,5.107,610.455,25.332,8763.029,2.949
1.279,2.442,3.881,4.937,269.968,2.386,4.993,1238.81,30.736,16891.257,1.609
4.447,2.065,4.866,1.434,194.487,2.468,2.396,540.845,25.352,809.622,0.0
5.473,1.449,3.214,4.968,129.189,4.731,5.452,468.326,23.317,2021.94,0.268
3.495,2.161,1.403,2.496,115.843,2.794,5.456,619.85,26.319,4585.162,0.0
3.034,3.321,2.305,1.751,232.815,5.721,3.475,1292.791,33.968,5519.249,0.536
4.152,2.585,3.733,1.303,61.275,4.632,5.381,250.812,19.579,219.779,0.0
2.33,2.318,1.049,1.919,219.678,3.126,5.446,268.182,19.762,1690.715,1.072
5.59,1.403,2.032,1.02,108.949,1.117,2.178,285.472,20.654,2337.246,3.217
2.679,3.613,4.7,2.796,232.966,2.087,5.275,799.207,27.999,2182.811,0.0
4.225,3.642,1.315,2.872,148.236,3.01,2.166,619.642,26.168,2610.112,0.0
4.741,3.332,4.609,4.031,79.4,3.502,2.595,227.449,18.733,430.509,2.145
5.451,2.362,1.518,4.066,161.539,3.167,2.421,445.512,23.321,388.981,0.0
4.822,1.428,4.703,2.594,78.863,2.749,5.378,319.993,21.449,887.702,2.681
5.866,2.45,3.551,4.349,75.737,1.085,3.795,664.889,26.225,7706.77,2.413
5.96,1.205,1.842,1.956,69.703,2.918,5.528,217.979,19.276,2725.185,1.877
4.964,1.662,2.948,4.804,354.399,3.222,3.732,784.35,26.288,3830.362,2.145
4.21,2.362,1.673,2.002,359.463,2.773,3.233,845.479,28.885,7528.106,2.145
4.763,2.183,2.319,1.151,28.412,2.429,2.448,50.198,12.118,124.709,0.0
1.768,2.266,4.215,2.76,230.351,1.926,3.42,1235.428,31.784,9688.049,1.072
3.377,2.357,2.322,2.444,289.45,5.164,3.069,697.993,27.439,2085.913,0.0
3.629,3.137,4.264,3.477,202.542,5.359,3.239,747.752,27.631,4133.333,1.609
2.852,1.053,2.938,2.069,238.109,2.369,2.533,731.267,28.024,17417.801,1.609
4.125,2.074,2.144,4.921,376.732,1.545,5.393,1472.738,34.086,19148.434,0.268
5.369,3.901,3.254,2.937,203.238,2.845,3.293,700.395,26.971,1962.831,1.072
5.36,1.474,1.851,1.373,229.16,2.635,4.412,582.959,26.108,4061.221,2.145
1.552,2.518,1.821,4.687,238.732,2.609,2.578,790.106,28.131,9425.362,0.268
5.598,2.96,1.918,1.396,128.166,3.008,5.295,220.77,19.029,460.562,1.609
4.491,3.786,3.276,3.51,251.113,1.233,2.215,423.478,23.657,2021.493,0.0
5.952,3.95,4.198,2.789,130.363,1.798,4.492,801.937,29.179,1881.554,0.268
4.588,1.685,2.995,2.792,103.184,3.869,3.963,305.58,21.315,1841.555,1.34
5.167,3.6,3.975,4.272,245.91,1.622,5.152,811.482,27.754,3770.099,1.609
5.945,3.377,1.181,3.816,244.442,2.346,3.981,764.115,28.43,3854.236,0.536
3.41,1.247,2.392,4.054,59.565,3.492,4.915,240.783,18.873,491.973,0.536
4.044,3.755,1.727,3.417,162.932,4.88,5.451,441.5,24.393,1643.987,0.536
2.799,1.458,4.57,3.224,51.391,4.166,2.339,145.373,16.773,561.551,3.217
2.45,2.862,2.434,3.728,287.278,3.234,5.029,776.427,27.928,4888.315,1.877
5.177,3.202,1.106,3.344,278.58,5.074,5.259,908.178,28.775,3569.736,1.072
3.025,2.788,1.544,2.398,125.349,3.745,4.104,228.004,19.504,3340.805,1.072
2.921,2.586,4.759,2.271,22.334,2.052,5.322,133.008,15.832,230.11,1.609
5.91,1.02,4.291,1.769,355.052,5.486,3.259,1267.148,32.751,1320.502,1.072
2.896,2.613,2.621,3.34,326.766,1.548,3.409,727.167,26.241,7243.934,0.0
2.867,3.783,3.095,1.527,378.409,4.168,5.605,2134.039,38.647,4404.211,0.536
3.174,3.8,1.422,1.019,113.157,1.597,3.895,181.084,17.735,2507.329,1.609
4.722,3.163,2.023,1.874,242.229,5.272,2.599,890.913,30.372,7279.315,1.072
5.976,3.602,3.38,4.472,75.12,3.704,3.059,251.965,20.117,831.504,1.072
2.554,3.407,4.344,2.447,276.349,2.404,2.032,604.961,26.606,6383.929,1.877
2.158,1.739,2.318,1.889,33.407,3.08,4.659,206.895,18.633,1955.674,1.34
2.152,3.754,1.068,1.216,157.111,3.173,3.603,667.651,26.501,10858.561,1.072
4.318,2.676,3.261,1.509,331.209,5.044,5.274,1888.366,39.029,7218.009,2.413
1.5,2.179,4.388,2.703,73.508,3.184,2.873,268.593,21.298,1684.351,0.0
1.542,1.333,1.503,3.494,283.659,2.313,3.258,655.109,26.973,21326.868,0.0
5.392,3.519,4.662,2.836,15.721,4.216,2.378,113.131,15.25,74.399,0.0
5.684,3.886,1.951,4.906,196.315,3.214,2.028,627.145,25.21,1319.606,0.0
2.692,3.925,2.031,4.476,297.107,3.747,2.016,569.091,25.89,14394.763,1.34
2.475,3.461,4.181,4.175,346.694,3.62,4.4,1031.002,30.506,8576.401,2.145
1.372,1.916,2.927,4.086,73.61,5.125,5.754,286.088,20.764,1914.033,1.34
4.407,1.475,4.003,2.791,224.07,4.007,5.951,2000.458,38.473,9916.772,1.34
1.46,1.048,2.979,4.618,192.005,4.214,5.883,388.44,22.449,9575.087,1.072
1.468,2.095,2.018,2.634,124.339,2.151,4.46,358.691,22.471,11089.453,1.609
2.106,3.694,3.041,1.542,92.637,1.952,5.431,564.409,25.034,2091.71,1.072
2.782,3.158,1.052,1.756,258.557,2.306,3.409,493.543,24.637,4901.966,1.072
4.3,1.206,4.816,3.024,343.625,5.07,5.693,1239.399,31.997,3031.564,0.268
3.453,1.782,3.989,4.833,254.969,2.824,3.782,637.612,25.897,3641.494,3.217
4.66,3.789,1.318,2.179,74.597,2.595,3.081,168.346,18.372,5854.391,2.145
2.612,3.259,3.075,4.966,280.919,4.324,4.965,840.119,28.362,8936.486,0.804
5.965,2.449,3.186,3.711,123.879,5.745,2.933,442.868,22.925,452.632,0.0
3.538,1.819,3.512,2.999,177.447,3.163,3.212,904.12,29.898,7119.168,0.0
1.72,1.109,3.508,2.192,387.776,1.039,5.171,1700.592,35.596,33401.573,1.34
2.815,1.772,1.7,1.42,170.475,5.304,5.961,385.848,23.022,1946.287,2.145
4.546,1.257,4.059,4.884,357.548,1.238,2.437,1263.267,31.599,7614.51,1.34
2.725,2.689,1.719,2.081,14.266,1.924,2.346,35.727,11.207,994.449,0.536
3.449,1.138,3.765,3.541,250.485,3.405,3.1,1623.264,34.367,6265.636,0.536
4.453,3.168,4.623,3.219,373.013,2.473,5.732,1423.628,32.203,3438.151,0.804
5.862,2.295,3.737,2.55,365.147,5.656,4.064,802.21,28.017,1529.962,2.413
1.274,2.502,4.953,1.395,320.514,1.067,3.652,2092.749,37.25,6034.72,0.536
2.874,3.149,3.205,2.123,76.182,1.299,2.937,311.769,21.794,3073.28,0.0
3.47,1.775,2.549,2.415,144.055,1.92,2.812,618.688,26.555,8360.917,2.949
3.127,2.389,4.055,2.191,114.99,3.379,3.396,282.759,20.732,1623.99,0.536
3.396,2.538,4.191,2.193,315.795,1.561,4.03,1115.964,32.205,8362.718,1.609
4.998,1.485,2.502,2.911,196.09,1.83,2.189,424.309,22.458,2867.607,1.072
2.825,2.138,1.826,3.082,366.293,2.677,2.54,666.813,26.637,6757.007,1.609
2.276,3.719,4.814,3.329,256.103,5.968,4.772,926.491,28.941,1932.35,1.072
4.742,3.864,4.246,1.063,41.146,1.835,5.475,532.056,25.444,1413.272,0.0
4.634,3.988,2.474,1.033,306.614,1.91,3.493,613.621,25.969,5188.058,1.609
1.539,1.835,4.561,2.122,188.605,2.84,4.373,926.347,31.247,5219.307,1.34
1.087,2.788,3.065,3.797,374.965,3.044,2.597,1876.259,36.721,36620.412,1.34
1.588,3.427,2.707,1.599,13.845,1.092,3.603,45.114,11.716,354.796,1.609
4.087,3.771,4.342,3.172,305.438,3.523,2.076,998.989,29.408,3610.244,1.609
4.927,1.698,3.078,3.904,142.211,1.473,4.006,738.265,26.826,1584.266,1.072
5.167,1.191,1.926,4.147,294.819,5.342,2.376,451.235,23.572,2307.024,0.536
2.363,3.958,3.484,2.422,156.986,1.11,2.783,856.164,29.698,14208.033,1.072
2.403,3.287,2.988,2.545,156.728,4.441,3.896,318.447,21.119,1960.245,1.609
3.581,2.982,4.211,2.052,43.975,5.462,5.311,305.016,21.034,311.838,0.804
2.49,3.769,2.048,1.732,275.523,4.822,4.492,934.125,29.823,8749.325,0.536
4.33,1.685,3.936,2.093,45.435,3.786,2.522,187.631,17.95,828.584,2.145
3.426,1.408,2.04,3.729,326.242,4.638,2.082,344.095,21.74,5432.535,2.145
2.62,2.532,4.204,3.78,331.746,5.337,4.587,2146.755,38.843,7534.532,0.0
4.487,1.077,4.136,4.873,193.002,2.3,2.169,630.323,25.821,2769.021,0.536
