DATA, ACAP, KLOC, LTEX, PVOL, SITE, TEAM, TIME, EFFORT-, MONTHS-, DEFECTS-, RISKS-
3.837,3.464,240.733,1.269,4.199,1.406,2.152,3.8,1278.059,31.72,17636.517,0.268
4.71,3.244,247.817,3.148,3.391,5.098,4.663,3.876,724.647,26.882,2539.935,1.072
2.897,3.302,165.002,2.022,2.998,3.051,2.584,3.658,718.601,27.685,7618.855,2.145
3.722,3.569,320.201,1.566,2.298,3.385,3.289,3.346,1245.77,31.515,10283.907,0.536
3.668,3.603,182.561,3.748,3.007,1.447,2.797,3.277,1035.869,31.085,8670.646,1.877
3.819,4.166,173.884,3.106,4.459,3.219,4.113,3.093,843.304,28.536,2910.625,0.536
2.395,3.471,157.905,2.373,2.167,4.265,4.687,3.264,321.038,20.851,1142.926,0.0
3.966,4.274,350.165,2.671,2.859,2.079,3.616,3.792,1343.586,33.339,15997.308,2.145
4.307,4.067,164.351,2.076,2.783,2.091,4.823,3.959,682.635,25.649,7997.87,0.0
3.612,3.858,353.63,1.66,3.804,1.998,3.277,3.119,1482.48,32.234,10182.425,0.0
3.166,3.765,194.48,3.778,3.457,1.03,2.196,3.913,1273.22,33.884,12291.025,1.34
3.438,3.564,373.987,2.243,2.381,4.819,1.296,3.036,482.436,24.33,5390.051,0.536
3.417,3.886,384.441,2.694,3.529,4.278,4.244,3.258,1216.494,31.559,4088.522,1.072
4.157,4.302,305.493,2.897,3.594,2.305,4.631,3.266,1274.166,32.924,14404.797,3.217
4.288,4.902,297.706,2.963,3.962,4.774,1.62,3.789,697.022,27.502,5271.129,2.145
3.243,4.908,268.104,1.627,3.935,3.56,2.57,3.23,609.512,25.176,4190.922,1.34
4.539,4.269,83.979,2.326,2.369,5.837,1.392,3.765,184.245,18.485,356.085,0.0
2.876,3.948,91.768,1.561,2.265,4.109,2.698,3.89,329.888,22.054,1912.153,0.268
2.943,4.188,132.174,3.657,2.6,1.221,2.407,3.227,444.909,23.462,13335.592,0.804
2.951,4.924,166.455,3.299,2.891,2.127,2.636,3.873,1041.679,31.252,12091.67,2.145
4.568,4.957,201.666,1.844,3.39,2.992,4.216,3.664,1003.479,28.698,3006.711,0.268
2.349,4.762,333.158,2.658,2.369,1.543,4.3,3.067,672.389,26.513,6794.925,1.609
2.007,3.549,100.359,3.892,3.705,3.869,3.921,3.058,281.012,20.679,2088.805,1.072
3.747,4.193,316.327,1.571,3.145,5.618,2.001,3.109,443.51,23.193,4803.508,2.145
3.974,3.816,301.486,3.278,3.993,5.158,2.371,3.258,688.859,26.482,5426.894,0.0
4.06,3.455,229.567,1.909,3.387,2.941,1.965,3.111,2109.13,38.922,11119.598,0.536
3.415,4.386,157.03,2.215,4.052,2.842,1.801,3.764,911.625,31.122,12696.82,1.877
2.292,3.888,31.032,1.571,2.358,2.138,2.685,3.508,186.694,18.409,1111.528,0.0
4.882,4.768,295.4,3.11,3.342,1.104,3.243,3.798,1023.004,29.109,4134.666,2.145
2.317,3.507,221.846,3.426,3.739,3.879,2.111,3.002,568.817,25.553,9714.41,0.0
2.457,3.391,61.511,2.066,3.66,2.673,3.295,3.652,284.003,19.638,2690.117,0.0
3.617,4.208,325.52,3.153,3.775,4.228,3.35,3.05,765.128,28.722,9561.191,1.609
3.825,3.432,21.57,2.562,3.381,1.658,3.108,3.343,196.83,18.444,2997.053,0.0
3.43,3.176,377.862,2.169,2.87,3.404,4.754,3.892,2588.906,40.817,6112.068,0.536
2.1,3.961,233.918,1.94,2.402,3.806,4.153,3.445,789.21,26.965,2160.412,0.268
3.644,4.084,200.562,3.916,4.69,3.543,3.132,3.752,856.271,29.009,17763.239,1.609
3.33,3.851,29.037,1.976,4.463,3.709,2.731,3.958,128.857,16.628,1487.664,2.145
2.195,4.428,347.142,1.765,3.477,4.195,4.38,3.225,1234.941,30.676,4062.792,1.877
3.456,4.088,277.394,1.304,3.928,3.238,2.672,3.023,1234.045,32.654,12160.552,0.268
3.411,4.13,229.138,3.944,3.444,3.845,1.331,3.192,1007.466,31.852,3980.316,1.072
2.918,3.072,51.628,2.574,4.408,5.821,3.267,3.424,193.05,18.3,1469.122,0.0
4.552,3.58,16.657,3.538,3.336,2.6,4.09,3.723,105.006,15.179,367.479,1.072
3.878,3.973,276.802,2.418,3.65,5.845,3.034,3.628,686.996,26.397,3789.935,0.0
3.131,3.888,318.464,3.088,3.409,3.423,3.958,3.565,942.845,28.802,10057.622,2.145
3.713,3.02,230.351,3.735,2.886,3.457,1.831,3.212,618.993,26.573,7058.051,0.536
3.442,4.809,314.754,1.736,4.951,2.483,4.493,3.04,931.061,28.426,12703.637,1.877
3.165,3.299,101.057,3.706,2.497,2.138,1.427,3.846,464.301,23.176,1667.789,0.804
2.841,3.239,248.112,1.548,2.522,3.177,2.438,3.913,885.395,29.233,10048.321,0.268
4.572,4.28,250.574,3.364,3.293,1.079,4.903,3.894,884.911,28.345,5860.418,2.145
3.641,4.414,284.34,1.077,4.844,4.561,3.637,3.376,916.428,28.808,6253.421,0.804
2.25,4.247,113.417,2.146,2.748,1.987,3.645,3.975,665.481,27.099,2994.17,1.072
3.425,3.966,140.915,1.6,4.903,2.324,4.611,3.189,609.754,24.954,2574.188,0.536
3.203,4.827,56.244,3.514,2.448,4.957,3.743,3.746,74.233,13.466,396.769,1.609
3.296,3.035,110.247,2.43,3.624,1.477,3.023,3.497,506.758,24.343,2298.874,0.0
3.44,4.543,87.948,3.515,4.978,5.567,1.09,3.976,321.074,21.328,3896.99,2.145
4.267,4.869,233.937,2.974,4.608,4.7,4.995,3.121,665.072,26.04,3775.689,1.072
4.551,3.203,186.221,2.985,2.124,5.085,2.817,3.489,472.224,24.178,2685.768,0.0
3.478,4.544,350.978,3.765,2.07,1.277,1.862,3.303,1425.272,32.392,5268.467,1.072
2.05,3.877,385.81,1.402,4.473,1.525,3.212,3.633,3648.236,44.351,38546.657,0.268
4.604,4.091,255.133,1.879,3.572,5.78,2.81,3.162,1642.148,35.559,4977.983,0.804
2.645,3.079,239.502,1.353,2.358,5.07,3.886,3.773,1115.744,31.728,7505.016,1.609
2.642,3.232,366.907,2.539,2.897,4.067,1.889,3.04,932.398,31.792,7126.081,1.072
3.564,4.059,389.715,3.387,2.478,2.445,3.205,3.365,391.043,22.212,5917.667,2.145
4.011,4.121,360.69,1.422,3.278,5.275,4.542,3.573,1836.253,35.935,8622.519,0.804
4.201,4.52,106.872,3.802,4.834,2.686,3.018,3.49,363.347,23.263,5158.851,0.536
2.762,4.646,245.132,1.226,2.111,2.576,1.887,3.126,1851.93,38.761,7369.775,1.072
2.878,4.613,364.478,1.951,4.92,1.719,1.454,3.5,1706.259,36.394,29725.416,3.753
2.93,4.154,368.784,2.075,3.288,3.383,1.631,3.242,1131.737,30.901,18041.161,1.609
3.356,3.823,333.217,2.581,4.041,2.62,4.904,3.703,1163.227,31.754,4929.864,0.536
4.346,3.498,61.228,3.466,4.615,1.99,1.859,3.273,378.856,22.272,832.035,0.536
4.429,3.365,36.234,3.037,3.092,1.136,4.158,3.157,288.55,20.205,650.825,0.536
2.69,4.987,159.958,2.176,3.131,4.056,1.377,3.665,458.104,24.286,2311.651,0.536
4.366,4.986,264.229,3.517,2.617,1.412,2.735,3.529,820.261,29.147,3867.388,0.268
3.253,4.334,150.606,1.467,3.442,4.067,3.555,3.873,614.641,26.914,6138.346,1.072
4.677,3.061,98.742,2.751,3.099,3.211,2.828,3.134,419.859,22.272,1701.235,1.072
2.218,4.583,343.847,3.219,4.906,1.481,3.168,3.626,1036.656,30.27,5060.475,1.072
4.033,4.149,92.685,3.575,2.58,1.773,1.944,3.206,662.101,26.967,2072.947,1.072
3.264,3.677,40.774,2.258,4.175,1.121,1.258,3.771,238.321,20.416,2783.037,1.609
3.69,4.328,30.967,2.943,3.561,5.857,1.92,3.538,93.984,14.751,176.468,0.536
2.963,3.522,102.298,1.407,3.796,3.781,3.147,3.481,279.096,20.095,2346.544,1.34
2.916,4.156,232.138,2.558,2.814,4.103,1.077,3.911,1367.937,32.916,6875.641,2.145
3.633,4.513,31.307,3.057,4.373,4.843,2.687,3.966,152.964,16.885,458.472,1.072
4.379,4.128,124.063,2.82,2.875,1.334,1.236,3.551,453.692,24.485,7061.18,4.29
4.394,4.16,276.779,3.675,2.988,3.078,3.641,3.5,978.105,29.878,4272.317,2.145
3.805,3.336,159.631,2.07,4.585,3.549,1.903,3.98,795.169,26.791,3136.058,0.0
2.758,3.247,348.648,3.269,4.98,4.019,1.517,3.998,2154.63,40.001,31664.203,1.609
2.641,3.191,116.038,1.915,3.629,3.419,4.637,3.736,451.498,23.726,3114.467,1.34
2.882,4.156,298.908,2.569,2.475,3.899,3.64,3.349,502.495,25.357,9719.972,0.536
2.298,3.555,176.974,2.423,3.407,1.971,2.71,3.655,631.173,26.77,7115.31,1.34
4.654,4.679,138.563,3.252,4.268,4.806,2.985,3.771,222.469,19.339,2515.35,1.072
2.651,3.948,201.584,1.868,2.024,5.287,2.705,3.41,358.991,21.878,2562.478,1.609
3.359,4.544,69.725,2.173,4.031,3.523,1.115,3.364,784.261,30.529,4206.225,2.145
2.259,3.382,372.455,2.687,3.409,2.709,4.07,3.002,412.988,22.621,3732.246,0.536
2.843,3.388,144.818,2.992,2.557,1.425,1.354,3.162,1018.858,31.348,8741.255,0.536
3.77,3.948,216.674,3.838,4.522,4.725,4.754,3.063,846.466,29.618,2662.237,0.536
2.129,4.78,29.492,2.79,3.082,1.363,3.038,3.481,122.579,16.056,1059.318,1.072
2.527,3.392,167.404,2.622,3.606,2.479,2.356,3.585,656.537,26.988,11563.681,0.536
4.851,3.729,124.735,3.347,4.784,2.408,3.797,3.717,735.0,28.393,5059.862,0.0
4.638,3.098,221.355,1.981,3.881,5.885,1.852,3.557,479.707,24.839,2558.79,0.268
4.789,4.599,298.664,3.654,3.097,2.924,1.232,3.65,813.437,29.108,6576.424,2.413
3.032,4.454,72.595,1.78,4.554,1.497,2.416,3.307,311.377,21.653,1791.49,1.34
4.703,3.789,261.823,3.528,3.118,2.486,3.373,3.614,599.624,25.189,7679.715,1.609
4.222,3.923,374.201,2.892,2.226,2.845,1.397,3.842,1028.34,31.566,8849.787,0.804
2.447,4.088,350.813,2.861,2.373,2.105,2.261,3.467,723.698,27.864,7928.928,1.072
4.967,3.999,382.322,3.673,3.108,1.867,1.801,3.432,1391.479,35.334,19799.068,1.072
4.491,4.094,311.539,3.419,4.043,3.473,3.597,3.424,575.787,24.459,3158.584,0.536
2.376,3.048,141.343,1.982,3.781,1.43,2.933,4.0,655.424,26.75,5909.856,1.609
2.822,4.321,82.292,2.747,4.055,4.105,1.299,3.537,275.723,20.03,807.711,0.536
3.785,4.878,35.392,1.174,3.722,2.242,4.748,3.613,315.827,20.533,1050.969,2.413
3.237,4.168,278.527,2.038,4.675,1.662,4.229,3.45,907.851,29.128,11957.677,2.145
4.138,3.922,108.463,1.545,2.613,1.233,4.636,3.362,543.18,24.222,1842.338,1.34
3.663,4.392,289.926,2.537,4.945,1.286,1.925,3.084,1335.425,33.915,26753.9,2.145
4.028,4.713,15.454,1.797,4.791,1.875,1.844,3.216,80.862,14.023,930.458,0.804
4.081,3.166,150.018,2.618,2.932,5.229,3.926,3.881,424.876,22.806,2426.791,0.0
4.986,3.158,81.596,1.227,2.185,4.932,2.695,3.461,256.568,20.894,1827.634,1.609
2.145,4.654,88.931,3.569,3.239,4.221,3.118,3.879,141.457,16.616,1181.49,0.536
4.664,3.686,371.837,1.684,2.133,5.533,1.462,3.369,1535.031,33.118,3429.723,0.268
3.717,3.155,182.219,1.505,4.111,4.472,2.009,3.849,700.891,27.545,5044.97,0.0
3.797,3.408,249.671,2.435,2.743,2.273,4.873,3.096,679.459,25.937,4319.763,0.0
2.477,3.658,98.374,1.244,4.633,3.161,2.039,3.429,799.896,27.443,5359.927,0.0
2.163,3.849,317.73,2.379,3.182,3.978,1.859,3.883,370.198,22.583,4756.579,0.0
4.596,3.282,221.906,1.818,2.413,2.312,4.55,3.471,1076.495,30.592,7696.743,0.268
4.667,4.421,182.486,2.87,4.002,4.48,3.034,3.562,570.071,25.516,5254.679,1.072
4.124,3.912,382.008,2.487,2.85,2.022,3.735,3.072,1991.219,36.209,8325.009,0.0
4.924,3.394,205.308,1.85,3.579,2.671,2.708,3.905,1728.208,37.32,10219.269,0.268
4.645,3.083,134.827,2.549,2.737,2.008,3.176,3.798,616.233,25.241,4168.424,0.536
4.459,3.035,238.379,3.628,2.227,1.442,1.764,3.973,920.242,28.789,5881.662,0.536
2.372,3.888,75.533,3.648,4.772,4.65,1.564,3.735,265.888,20.137,1716.602,0.536
4.885,4.263,384.588,1.177,3.306,5.602,2.224,3.208,678.437,26.183,2411.802,1.072
3.816,4.111,372.962,1.129,3.819,5.817,1.876,3.28,549.983,26.458,13011.52,2.145
2.597,4.858,304.146,2.913,2.248,1.94,2.935,3.477,791.998,27.145,4885.977,1.877
2.353,4.547,71.035,1.79,3.348,3.165,3.078,3.909,320.038,21.315,2567.78,1.877
3.248,3.549,115.995,2.187,4.751,4.26,1.863,3.34,383.137,22.716,1994.332,1.072
2.313,4.388,66.267,3.287,3.549,4.268,3.523,3.58,184.162,18.147,1662.904,1.072
4.158,4.109,127.036,2.7,4.765,3.149,1.08,3.69,703.304,27.829,4606.202,0.536
3.304,3.401,33.56,3.376,2.196,1.857,3.766,3.497,87.293,14.262,254.328,0.536
3.436,4.447,67.197,3.378,2.584,3.075,2.518,3.829,265.85,20.358,2006.656,1.072
3.776,3.529,141.724,1.95,3.103,3.916,2.411,3.449,985.079,29.873,5568.812,0.268
2.687,4.96,102.798,3.319,3.335,4.569,2.744,3.073,187.724,18.333,1673.39,0.0
4.324,4.559,208.262,2.154,4.951,4.277,4.286,3.231,722.888,27.322,3598.794,0.536
3.706,3.821,312.02,2.811,4.182,5.696,4.491,3.292,606.925,25.406,3667.282,0.0
4.036,3.565,329.149,3.835,3.253,5.523,2.194,3.925,784.807,28.827,7493.927,1.072
2.751,4.553,50.737,1.385,4.881,3.278,4.082,3.814,276.419,20.472,2511.948,1.877
2.038,4.708,32.984,2.844,2.483,3.542,3.541,3.643,124.209,15.65,485.232,1.072
2.578,4.996,350.056,1.481,4.55,3.096,2.459,3.942,1608.099,33.065,9596.915,0.268
4.542,3.634,333.016,3.427,2.779,5.02,2.317,3.629,420.403,23.383,2977.177,1.609
2.732,3.035,82.592,1.766,4.094,4.595,3.708,3.639,429.044,23.696,1610.582,0.268
4.866,3.458,21.339,1.968,2.567,2.148,4.1,3.017,161.788,17.448,329.314,1.072
3.903,3.318,352.114,1.851,4.074,3.667,2.56,3.915,1572.426,34.795,14298.354,1.072
3.171,3.335,161.171,3.422,4.166,4.03,3.634,3.125,372.389,22.307,4500.002,0.536
2.507,3.241,184.475,3.541,4.338,4.527,4.842,3.34,463.435,23.289,3636.351,0.536
3.321,4.523,22.383,2.284,4.803,1.973,2.441,3.451,113.444,15.539,337.828,0.268
2.397,3.934,316.741,2.748,2.074,3.417,1.764,3.68,662.349,27.951,18769.057,1.609
2.933,3.934,31.646,2.896,2.053,4.096,2.265,3.659,137.795,16.922,722.05,2.145
4.37,4.867,65.617,2.353,4.159,5.406,4.769,3.187,179.173,17.605,750.795,0.0
2.661,3.219,207.197,2.484,4.091,5.825,2.787,3.209,602.089,26.04,4182.319,0.0
4.926,4.528,311.104,1.012,3.212,2.054,1.94,3.886,4644.128,50.336,25810.696,1.609
2.696,3.062,89.056,1.292,2.035,3.079,2.013,3.18,498.967,24.342,4173.355,0.268
2.071,3.102,164.416,2.884,2.581,5.32,3.312,3.915,454.312,23.625,1723.687,0.536
3.382,3.507,300.537,3.471,2.62,3.325,4.667,3.802,733.564,26.96,2203.43,0.0
3.696,4.482,287.839,2.705,4.423,5.905,1.068,3.061,1091.167,31.964,4041.535,0.536
4.004,4.458,353.944,3.899,3.885,2.589,1.775,3.13,2312.5,38.01,16677.946,2.413
4.338,4.335,140.736,3.657,4.002,4.543,2.666,3.658,720.979,27.065,1971.216,0.536
3.481,3.233,95.297,2.404,2.872,5.305,1.577,3.291,252.639,20.646,3146.717,1.609
2.909,4.372,132.802,2.77,2.731,5.275,2.046,3.422,151.863,17.08,2348.233,1.072
4.402,3.42,193.108,3.387,3.936,2.835,4.362,3.601,1127.366,30.622,2402.943,0.0
3.987,4.944,97.66,1.026,2.757,4.546,4.821,3.757,310.49,21.174,625.64,0.0
2.387,3.182,285.812,3.712,3.997,5.515,3.891,3.954,560.444,25.847,4763.531,0.0
4.06,3.476,43.192,2.817,3.85,4.927,3.682,3.67,200.728,18.161,2204.888,1.072
2.152,3.598,301.03,1.038,2.148,2.973,1.776,3.082,1173.17,32.046,18641.505,2.145
4.722,4.218,42.306,3.846,4.582,5.458,1.703,3.419,116.906,15.858,1491.646,3.217
3.104,3.207,364.329,3.987,3.135,2.641,4.609,3.836,881.897,29.099,6593.575,1.072
3.414,4.383,272.773,3.341,4.227,2.137,1.627,3.708,1548.978,34.605,6375.554,0.268
3.554,3.148,89.555,3.731,2.062,5.649,1.277,3.695,222.516,19.44,470.461,0.0
4.862,3.535,276.65,2.161,2.882,5.379,2.262,3.566,871.915,28.217,3784.076,0.536
3.257,4.664,150.747,2.363,2.216,1.786,2.813,3.731,590.922,25.841,6080.064,1.877
2.283,3.367,248.111,2.69,3.761,5.612,2.808,3.003,486.943,24.435,1660.874,1.072
3.191,4.182,227.223,1.488,3.945,3.404,2.677,3.726,1134.11,31.345,5978.111,1.877
4.455,4.12,118.259,3.319,4.375,4.178,4.289,3.539,260.102,19.764,4003.29,2.145
2.947,3.363,360.418,1.623,3.672,5.728,4.21,3.96,480.266,23.253,2242.207,1.34
4.528,4.147,89.268,1.187,4.509,3.565,2.73,3.977,423.512,22.885,6059.89,1.877
3.234,3.76,274.071,3.665,2.217,3.335,3.841,3.508,374.008,23.182,4661.456,1.072
4.915,3.394,346.311,3.449,2.921,2.434,3.137,3.745,1319.73,32.854,10288.065,1.609
2.044,3.409,206.102,3.671,3.128,2.288,4.478,3.403,285.578,19.853,5231.876,2.145
2.944,3.017,387.312,1.119,3.448,3.138,1.18,3.179,2784.631,43.027,24876.373,0.804
2.738,4.101,257.229,3.629,2.265,4.74,4.54,3.665,522.416,24.562,956.787,1.609
2.657,4.584,219.447,1.696,2.636,4.536,4.032,3.371,575.625,24.775,2997.424,1.877
4.836,4.505,39.759,2.348,4.909,3.88,1.237,3.128,84.503,14.301,494.11,3.217
4.738,4.09,156.643,2.075,4.647,4.436,3.45,3.363,609.435,26.234,2900.644,1.072
2.128,4.471,388.054,1.218,2.497,4.795,2.078,3.131,1417.155,34.315,11330.753,0.804
2.147,4.723,75.293,1.986,2.063,2.303,4.354,3.916,236.056,19.258,4000.806,1.34
3.908,4.732,37.845,3.917,2.073,3.612,4.509,3.289,82.9,13.916,955.588,2.145
2.516,4.193,263.66,2.982,4.373,4.201,1.16,3.019,1048.917,32.289,13732.978,1.609
4.437,4.365,148.25,2.982,3.577,1.535,3.384,3.496,519.502,24.095,5633.202,2.145
2.683,3.038,78.342,3.461,3.919,2.26,4.651,3.027,238.272,18.764,1420.293,1.609
4.067,4.502,389.368,2.024,4.118,1.776,4.858,3.564,1832.433,35.75,6350.791,1.072
2.076,3.954,314.575,2.371,3.051,4.975,2.033,3.849,1030.492,30.064,3418.09,1.072
3.541,4.686,67.713,1.041,3.528,5.945,2.52,3.361,130.651,16.534,1889.229,2.145
2.608,4.856,195.927,1.281,2.925,5.261,4.539,3.672,883.202,27.698,1744.314,0.268
3.074,3.595,36.892,1.381,4.666,3.878,2.191,3.144,320.63,21.968,2051.103,0.0
4.935,4.575,51.769,2.913,3.575,3.104,2.991,3.819,176.124,17.177,944.753,0.536
2.555,4.47,362.384,3.647,3.638,1.604,4.024,3.779,719.478,26.986,17567.055,2.145
3.592,3.186,140.163,2.7,2.68,3.737,2.985,3.03,899.258,30.714,7855.82,0.536
2.522,4.284,98.569,3.212,4.257,5.563,3.728,3.406,92.573,14.41,1097.444,2.145
2.078,3.775,108.017,1.536,3.653,5.85,2.785,3.273,215.37,18.842,1763.856,1.072
3.918,3.214,366.332,1.647,2.22,5.263,1.516,3.384,1253.793,33.039,14204.021,1.609
2.687,3.648,314.317,1.56,4.319,4.931,2.821,3.997,467.036,24.633,9749.022,1.34
2.507,3.044,300.372,2.769,4.096,2.078,1.664,3.259,2510.722,40.312,25477.277,0.268
4.153,3.198,170.867,3.085,2.238,5.303,4.034,3.443,335.142,21.209,1233.91,2.145
3.503,4.528,382.367,2.689,4.428,2.254,1.866,3.643,824.638,28.306,12969.85,2.413
4.922,3.558,293.223,1.733,2.999,4.807,1.125,3.542,1370.769,33.711,16222.517,1.609
2.761,3.525,167.316,3.229,2.915,1.656,1.664,3.631,303.144,21.639,9237.044,1.609
4.843,4.09,358.052,1.552,2.402,4.541,2.423,3.621,1432.388,34.235,5007.285,1.877
2.137,3.287,66.621,3.894,4.982,1.755,1.748,3.316,626.87,27.881,1667.769,0.536
4.876,4.545,105.766,2.693,3.509,5.324,2.085,3.823,488.986,24.719,2265.339,0.0
2.489,3.291,245.381,3.485,3.178,5.431,4.743,3.598,391.019,22.557,2369.02,1.072
2.369,3.313,251.409,2.272,2.188,3.553,2.415,3.942,879.514,29.417,4677.85,0.0
3.772,4.387,98.194,2.402,4.48,2.368,3.179,3.06,435.573,23.833,1152.882,0.0
4.904,4.551,221.43,2.522,4.379,5.558,1.181,3.448,317.623,21.929,3638.302,2.145
2.358,3.51,149.392,3.299,2.162,4.563,1.736,3.451,429.012,24.015,717.506,0.0
2.014,4.727,224.074,3.837,3.937,3.344,2.398,3.61,408.523,23.054,2210.743,0.0
3.834,3.175,188.368,2.877,3.961,5.434,1.956,3.076,524.085,26.004,2271.357,0.536
3.382,3.847,321.082,1.421,3.681,1.608,4.91,3.759,1711.427,35.25,16564.685,1.34
3.094,4.184,293.657,2.889,2.394,2.664,3.249,3.758,1546.32,33.761,3200.258,0.0
2.594,3.131,299.474,2.619,2.747,3.923,3.394,3.882,311.037,20.262,3069.597,1.072
2.652,3.735,234.278,3.422,2.082,5.92,2.09,3.69,350.754,22.59,1377.419,0.0
3.996,4.132,280.356,1.713,3.148,4.801,1.094,3.65,1210.656,32.312,7514.742,0.0
2.393,3.42,96.364,3.752,2.637,1.919,3.718,3.677,474.833,24.579,2652.691,1.072
2.665,3.264,110.042,2.143,3.818,4.591,3.564,3.441,460.991,23.818,4794.956,1.609
3.874,4.229,344.239,3.843,2.316,3.916,3.858,3.743,640.582,25.856,2196.394,0.0
4.286,3.956,286.881,2.481,2.813,3.607,3.679,3.586,740.613,27.37,3086.481,0.0
2.515,3.722,316.476,3.685,4.608,2.876,1.301,3.022,1022.368,30.395,16421.557,1.877
4.963,4.666,37.275,1.977,3.252,4.539,3.561,3.456,118.421,15.796,490.885,0.804
3.214,4.105,225.633,3.96,4.85,3.06,3.581,3.968,1135.738,32.383,3334.968,0.536
3.928,4.057,134.357,2.536,3.701,5.259,2.276,3.087,237.804,19.302,5212.756,1.609
3.034,3.782,144.157,3.185,4.647,2.41,4.248,3.811,516.383,24.442,2936.822,0.536
2.394,4.705,45.981,3.488,4.093,5.881,4.081,3.956,42.537,11.543,185.605,2.145
3.964,3.668,238.23,1.84,2.109,3.275,4.993,3.91,1750.282,36.916,12617.949,0.268
2.026,4.298,228.823,3.326,2.804,5.179,1.902,3.752,226.983,19.022,4170.22,0.536
3.591,4.895,28.673,2.962,2.57,2.051,2.6,3.999,174.763,17.624,751.884,0.536
3.437,3.581,335.594,3.225,3.834,3.089,1.834,3.221,2074.583,38.117,19043.682,0.536
2.249,4.729,86.956,1.211,4.018,3.446,1.084,3.02,465.215,24.763,2614.603,1.34
4.302,4.712,196.054,3.112,3.578,4.905,4.199,3.749,240.249,19.111,1259.314,2.145
4.396,4.392,381.507,2.895,2.12,3.261,1.523,3.268,2320.763,39.465,30596.092,0.536
4.807,3.159,184.815,2.316,3.56,3.789,2.235,3.836,1292.092,33.666,10380.405,0.0
4.713,4.615,257.749,1.229,2.507,5.695,3.816,3.084,496.912,24.515,4382.394,1.072
2.561,3.836,328.153,1.993,2.565,1.828,2.967,3.205,455.21,23.626,6571.599,0.536
2.672,3.956,379.807,1.716,4.314,2.744,3.185,3.862,1013.629,29.697,15219.45,0.536
2.878,3.648,223.755,1.726,2.109,3.151,2.986,3.42,1212.705,30.011,9738.53,0.268
3.348,3.363,140.679,3.477,4.122,3.262,2.162,3.934,336.219,21.826,4063.935,0.0
2.918,3.956,84.781,3.861,2.218,4.948,2.434,3.223,90.863,14.456,361.525,0.0
4.115,3.181,281.708,3.917,4.178,5.418,1.426,3.087,612.491,25.761,2187.351,0.0
4.368,4.077,208.4,1.055,2.336,2.278,1.76,3.448,1144.946,31.107,7644.944,0.536
3.46,4.676,348.688,3.158,3.841,5.874,4.422,3.723,695.325,25.948,3416.89,1.609
3.652,3.702,183.327,1.653,4.308,2.599,2.305,3.446,810.214,28.359,8107.941,0.268
2.737,3.203,236.553,2.209,4.438,5.085,1.648,3.819,1117.175,32.976,8117.439,0.536
4.76,3.19,238.397,3.915,4.791,5.198,4.978,3.038,987.013,29.656,1773.029,0.0
4.608,4.618,346.258,2.185,3.046,4.081,3.669,3.527,676.591,26.249,5019.155,1.609
2.299,3.351,162.522,3.392,2.363,3.581,2.965,3.901,329.746,21.246,2080.053,0.536
2.384,3.421,138.499,2.089,2.265,3.59,4.068,3.881,572.45,24.192,1692.298,0.536
4.067,3.925,269.742,1.02,2.964,5.767,2.12,3.912,1899.148,37.591,6065.875,0.268
4.436,3.802,100.186,3.789,2.132,2.147,1.315,3.817,382.9,23.16,3017.339,0.804
4.454,4.928,265.034,1.105,4.468,5.598,4.717,3.177,773.956,26.656,2430.815,1.877
4.132,3.025,70.246,3.178,2.009,2.077,4.205,3.712,471.71,23.538,1878.954,0.0
4.897,4.799,101.486,3.81,3.782,3.366,1.023,3.074,363.791,23.129,3294.383,2.681
3.418,3.917,142.311,3.157,2.987,4.707,2.187,3.398,646.316,26.884,8387.3,0.0
3.517,3.005,55.193,3.91,3.761,6.0,4.791,3.853,115.824,15.684,239.629,0.0
3.819,3.364,92.032,1.618,3.312,1.828,3.748,3.908,549.837,26.022,7709.653,1.609
2.741,4.274,355.274,3.34,4.899,4.125,3.281,3.933,807.551,28.576,12512.16,1.609
3.499,3.986,360.158,2.158,2.268,3.86,3.173,3.765,1863.428,37.896,14505.707,0.0
2.761,4.689,346.044,3.571,2.216,1.642,2.52,3.67,1470.444,35.018,24438.915,3.485
4.08,3.908,41.987,2.646,4.587,5.023,1.054,3.798,227.682,19.049,1112.027,0.0
2.797,3.776,190.958,1.788,3.039,1.899,2.166,3.223,1031.504,30.923,6246.442,0.268
4.688,4.77,87.36,3.74,2.503,1.357,3.103,3.714,300.656,20.326,1515.304,0.0
2.232,3.083,289.136,1.826,2.637,2.577,4.614,3.129,464.596,23.539,7569.523,0.0
4.844,4.849,267.36,2.987,4.047,4.668,1.6,3.284,1269.861,34.562,7269.226,2.145
2.696,3.148,356.725,1.037,3.935,1.53,1.386,3.168,3224.343,43.871,11644.493,0.804
3.529,4.816,70.783,3.472,3.819,2.838,4.773,3.906,192.48,17.54,951.895,1.609
4.28,3.839,176.846,3.582,4.74,2.628,2.302,3.657,577.911,25.494,3957.914,1.072
2.737,4.625,107.264,2.001,4.998,3.19,1.123,3.762,560.886,25.708,6323.184,0.0
4.799,4.572,208.727,2.239,2.021,5.751,2.691,3.971,1012.382,29.591,1188.266,0.0
4.323,4.307,332.505,2.987,2.194,2.517,4.595,3.882,964.122,30.349,4131.528,1.072
2.689,4.463,318.882,2.978,3.238,2.629,2.841,3.19,1282.254,33.872,17270.553,1.072
