 ACAP, DOCU, FLEX, KLOC, PREC, SITE, TEAM, TIME, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.354,4.5,3.53,290.769,1.572,5.214,3.114,3.446,619.604,26.464,3954.675,0.0
3.101,3.19,4.034,213.831,2.069,4.338,4.12,3.094,909.339,28.357,4368.105,0.0
4.683,4.903,4.575,111.286,3.325,1.677,2.599,3.186,534.487,24.449,3412.185,0.268
3.116,3.464,4.952,104.425,3.624,1.705,2.34,3.428,886.331,28.146,5490.921,0.536
4.566,1.703,2.028,132.97,3.577,5.039,3.729,3.815,441.086,23.751,4738.876,0.0
3.477,2.361,1.116,175.952,3.258,1.556,2.132,3.831,809.824,28.507,5567.434,0.536
3.226,1.415,4.736,242.463,3.277,3.207,2.375,3.777,1325.263,33.167,19562.765,0.0
4.382,3.206,4.952,307.43,2.044,5.922,2.068,3.314,491.037,23.648,1484.514,1.072
4.545,4.95,1.077,388.391,1.146,4.471,1.146,3.163,1907.483,38.657,6103.349,0.0
4.248,2.519,2.001,266.587,3.722,4.265,4.388,3.957,1117.929,30.676,6101.817,0.804
4.708,2.778,1.354,81.309,4.587,5.483,3.595,3.882,450.885,24.271,1891.489,0.0
3.339,2.612,1.639,18.228,1.358,5.743,2.014,3.068,70.415,13.843,574.687,1.072
3.637,2.635,4.43,377.02,4.019,3.651,1.645,3.619,2051.468,36.506,17726.448,0.268
3.97,4.472,3.1,252.075,4.611,1.693,4.925,3.405,1075.438,29.408,4246.821,0.0
4.535,3.482,3.504,72.443,1.123,5.864,1.446,3.359,160.007,17.62,421.69,0.0
3.582,4.471,2.468,113.062,1.42,4.114,1.71,3.79,750.624,28.592,2246.021,0.0
4.0,2.773,4.639,203.959,2.305,4.037,4.084,3.686,891.966,29.327,9077.433,0.536
4.577,3.006,4.743,324.499,2.047,4.277,2.841,3.748,622.269,25.974,3593.276,0.0
3.35,1.197,1.103,89.677,4.507,3.464,2.321,3.571,364.883,21.849,5720.503,0.0
4.488,1.042,1.75,375.286,2.895,2.846,1.614,3.775,2855.884,43.572,24444.074,1.072
3.273,2.876,4.21,100.925,1.596,2.368,2.686,3.701,485.603,23.993,4311.564,0.268
4.798,1.517,4.494,44.73,1.04,2.826,3.423,3.754,268.723,20.462,2318.862,0.0
4.79,2.611,1.53,124.289,1.123,2.98,4.064,3.062,891.019,30.042,5562.409,0.536
4.881,4.711,2.329,62.333,3.969,1.004,3.827,3.587,390.96,22.285,2399.25,0.0
3.019,3.354,3.047,272.094,1.834,5.271,3.455,3.239,1632.421,35.525,6086.083,0.268
3.649,2.023,3.81,399.688,3.156,1.297,1.262,3.414,6300.902,53.224,88493.966,2.145
4.309,2.017,4.721,400.716,3.465,4.174,4.011,3.369,1204.962,30.145,4658.623,0.0
3.439,4.041,1.457,218.164,1.89,4.967,4.938,3.487,1455.83,33.327,4936.152,0.536
4.202,2.589,4.448,322.981,1.072,5.854,2.448,3.492,1026.349,30.66,5953.904,0.0
4.763,4.861,4.732,112.646,2.676,3.828,3.681,3.341,398.396,21.955,738.764,0.0
4.739,4.595,4.719,160.704,4.599,4.728,1.997,3.72,748.162,27.463,8480.754,0.536
4.837,4.738,3.197,164.388,1.412,1.931,3.891,3.714,1775.669,37.0,14221.539,0.0
4.195,2.978,3.611,91.884,1.951,5.647,3.06,3.38,308.98,20.934,1540.322,0.0
4.521,4.339,3.028,22.038,1.812,5.207,2.523,3.376,122.232,15.955,515.04,0.0
3.543,1.837,2.711,225.411,4.632,2.468,3.085,3.337,737.093,27.25,3039.301,0.0
3.384,1.192,3.052,257.387,2.941,4.847,1.695,3.882,1097.846,31.854,9276.387,0.536
3.651,4.161,2.812,36.896,4.712,1.073,2.213,3.601,425.275,23.358,3570.624,0.268
3.852,2.3,3.903,302.774,3.309,5.397,4.952,3.665,1271.115,31.094,3614.685,0.0
4.586,3.66,4.27,120.253,1.482,5.246,1.315,3.239,552.072,25.305,2942.429,1.609
4.962,4.194,4.638,294.692,3.396,5.568,4.433,3.272,480.369,23.748,1678.07,0.0
4.376,2.948,3.839,11.16,3.23,1.105,1.723,3.567,137.106,16.8,591.716,0.536
4.279,2.379,1.757,297.032,4.08,3.034,2.847,3.304,935.283,30.079,4828.951,0.0
3.937,3.201,1.119,126.151,3.989,1.369,3.159,3.084,1022.007,31.553,5902.374,0.536
4.497,1.641,2.487,252.417,3.212,4.308,4.284,3.549,598.477,25.723,6063.201,0.268
4.82,4.261,1.587,396.333,4.943,4.287,2.264,3.047,2547.056,40.848,5196.056,0.0
4.067,1.656,1.853,267.538,2.993,2.956,1.292,3.801,1137.767,32.159,14601.379,0.268
3.389,3.593,4.237,24.64,2.92,2.902,4.422,3.389,253.859,19.534,884.805,0.536
3.134,1.768,3.335,396.921,2.492,1.887,2.613,3.627,2734.548,41.042,57197.099,1.609
3.904,4.143,2.958,347.443,4.107,4.531,4.029,3.121,1919.846,36.963,6089.541,0.536
4.968,1.547,2.971,171.624,3.994,2.496,3.463,3.358,1207.652,31.135,10048.13,0.536
3.207,4.457,4.59,317.782,2.351,2.284,2.295,3.894,2220.153,38.954,28223.148,1.072
4.371,4.303,1.583,327.706,4.46,5.591,1.797,3.203,560.458,25.757,1407.897,0.0
3.973,4.418,1.198,177.972,2.886,3.718,2.303,3.91,1375.934,34.204,4678.914,1.072
4.918,4.837,3.063,400.298,3.879,3.696,1.362,3.201,1272.274,32.73,5499.892,1.609
4.861,3.388,4.131,206.417,2.764,4.499,1.529,3.369,512.214,25.135,2746.955,1.609
3.543,2.896,1.159,299.818,4.681,3.044,4.132,3.237,1130.288,30.526,8284.029,0.0
4.453,3.437,4.893,356.833,4.123,2.824,3.33,3.109,1521.311,33.24,8562.189,0.0
4.28,4.379,2.2,285.371,4.839,2.491,2.837,3.01,2261.477,38.056,9940.624,0.0
3.569,3.221,4.154,178.719,1.517,4.936,1.905,3.586,831.705,28.606,7501.013,0.536
4.73,3.129,3.244,53.91,2.092,4.829,1.577,3.945,303.974,21.457,5007.534,1.609
3.825,3.264,2.241,209.809,2.454,2.328,3.755,3.101,836.197,29.343,2772.019,0.536
4.297,3.753,4.233,278.964,4.927,2.86,3.964,3.242,1192.225,30.223,2789.375,0.0
4.486,2.694,2.535,344.831,2.865,1.471,1.684,3.217,1825.356,37.718,13332.652,0.536
4.688,3.783,4.285,73.149,3.479,2.319,2.844,3.06,215.317,18.628,907.176,0.0
3.289,2.164,2.22,194.068,2.017,1.3,3.633,3.29,1198.007,31.587,14683.304,0.0
4.588,2.887,4.267,120.66,2.544,3.699,4.358,3.368,638.747,25.805,3006.485,0.536
3.432,4.262,2.178,109.652,2.486,2.913,3.359,3.731,839.048,29.192,3490.76,0.0
3.552,3.044,3.151,110.148,3.925,1.25,1.205,3.291,1519.855,35.323,21340.947,1.34
3.234,1.321,1.174,7.67,3.727,1.209,3.54,3.128,62.56,12.796,506.158,0.0
3.005,3.183,3.826,88.416,1.257,2.531,3.358,3.141,560.94,25.161,2341.746,0.0
4.545,4.05,1.832,235.148,3.041,2.004,4.225,3.187,893.293,29.636,4383.693,0.0
4.031,1.827,4.882,357.138,2.371,5.764,3.921,3.997,547.323,24.359,4195.15,0.0
4.928,1.63,4.871,223.053,1.492,4.371,1.101,3.255,1133.929,31.157,11954.41,1.877
3.56,3.361,2.14,21.482,1.05,2.399,2.173,3.201,95.766,15.099,394.589,0.0
4.778,2.735,4.138,315.872,4.503,2.614,3.77,3.702,1861.312,35.145,11773.19,0.268
3.037,2.246,1.133,412.946,1.49,3.33,1.286,3.055,2614.321,42.603,18407.784,0.0
3.804,3.549,2.127,393.961,3.628,2.738,4.022,3.408,1732.419,35.285,12923.816,0.0
3.956,1.488,3.653,153.271,1.984,1.404,1.822,3.284,1133.227,32.473,13933.228,0.536
4.016,4.465,4.693,52.783,2.748,1.313,3.647,3.145,700.461,27.058,3018.967,0.0
3.344,1.211,4.342,122.539,3.122,3.175,1.501,3.757,713.717,27.829,4323.165,0.0
4.441,2.529,4.902,131.026,2.392,4.611,4.352,3.786,749.051,27.557,4140.653,0.536
3.209,4.447,3.441,51.791,2.307,2.55,3.711,3.331,364.627,21.967,1747.429,0.268
4.049,2.763,1.492,76.826,2.596,1.216,1.6,3.105,634.79,27.476,6223.279,0.536
4.069,3.649,2.445,367.474,3.507,4.212,1.983,3.412,1699.93,36.937,18244.511,0.804
4.361,2.924,4.676,288.896,1.046,2.007,4.962,3.577,1489.91,32.879,13931.07,0.268
4.158,1.964,2.351,22.227,2.295,5.775,3.424,3.139,96.602,14.724,706.652,0.0
4.361,2.639,3.115,85.807,3.041,3.975,4.031,3.45,503.671,23.854,3570.313,0.268
3.408,4.668,3.228,287.666,4.528,4.685,3.92,3.689,823.52,27.48,9897.876,0.0
3.601,1.313,1.013,292.342,2.524,3.954,1.4,3.638,949.988,30.749,21617.643,0.0
4.105,2.707,4.233,13.17,4.454,4.48,2.031,3.028,83.46,14.024,668.222,1.072
4.192,1.825,3.166,383.409,3.834,1.68,3.1,3.664,1712.442,36.127,15946.319,0.0
3.169,2.25,1.168,409.389,2.054,3.136,1.294,3.673,1723.621,37.391,12983.291,0.0
4.626,2.392,4.956,143.23,2.623,2.442,3.426,3.069,886.101,28.388,12736.729,0.536
3.051,3.613,3.813,174.649,2.738,5.162,3.479,3.039,825.863,27.356,1954.212,0.536
4.235,2.16,4.621,398.934,3.289,2.858,2.118,3.316,2137.079,39.092,59914.08,0.0
4.73,4.592,3.117,262.759,1.271,1.288,1.477,3.073,2258.731,39.696,11693.91,0.536
4.362,3.742,3.656,280.485,2.064,3.108,4.026,3.345,1379.107,32.488,5046.68,0.0
4.944,1.049,1.415,298.521,1.151,2.349,3.136,3.163,1101.661,32.457,12496.497,0.0
3.882,3.539,3.767,172.68,2.813,5.978,4.118,3.555,567.363,25.016,1620.034,0.0
4.7,1.128,4.501,284.66,2.806,4.915,3.858,3.027,1382.64,32.331,10947.906,0.0
3.17,4.0,3.765,133.495,1.124,4.333,2.061,3.335,574.73,25.29,7923.609,0.0
3.464,3.67,3.394,113.379,2.305,4.359,1.889,3.521,693.922,27.459,4061.065,0.536
3.77,1.79,4.823,246.457,4.648,3.091,3.047,3.439,926.347,28.046,9533.046,0.0
3.065,4.54,4.483,149.24,3.215,5.421,4.341,3.847,782.647,26.786,2322.771,0.804
3.11,1.604,4.6,231.269,4.69,3.915,3.116,3.325,1161.444,31.067,14800.847,0.536
3.038,1.225,2.779,42.523,4.008,5.941,1.621,3.649,148.378,16.905,566.984,0.536
4.641,2.766,2.214,311.589,3.006,4.935,1.205,3.675,1948.043,38.507,20203.464,1.609
4.318,3.735,3.318,317.467,1.543,5.819,1.779,3.247,2240.496,40.874,8377.183,0.0
3.936,3.597,2.599,17.644,4.733,5.74,1.778,3.89,79.473,13.815,201.914,0.0
3.937,2.17,3.941,316.056,4.555,4.194,2.877,3.513,1412.301,32.488,7654.51,0.0
3.971,1.307,2.482,52.874,1.058,5.277,3.1,3.859,259.881,20.826,1923.232,0.268
3.725,1.831,1.075,178.61,3.013,3.601,4.887,3.227,794.746,28.522,2763.604,0.0
4.082,1.348,1.594,288.007,4.942,5.474,1.498,3.373,380.306,22.363,2477.027,0.0
4.27,4.2,4.13,25.149,2.363,4.963,4.978,3.263,101.431,14.632,298.876,0.0
4.037,4.352,1.91,23.34,1.397,3.093,4.399,3.449,210.167,18.662,882.002,0.536
4.671,1.472,2.858,31.351,3.848,5.893,3.431,3.668,58.793,12.645,381.99,0.0
3.329,4.441,3.765,354.16,4.339,3.788,4.537,3.658,3180.967,41.234,7360.795,0.536
4.025,2.633,3.97,381.965,4.135,2.487,3.379,3.619,1655.488,34.157,34129.225,0.536
4.049,2.503,4.029,305.965,4.348,3.557,3.549,3.554,1076.954,30.334,7277.74,0.536
4.933,2.919,1.36,387.144,4.551,1.505,1.625,3.043,2021.624,37.109,28007.392,1.34
3.461,4.671,1.455,220.064,4.908,3.491,3.427,3.208,1198.788,31.567,4466.61,0.0
4.29,4.266,2.143,220.399,4.427,3.978,1.123,3.433,1093.085,30.74,3619.109,0.536
4.112,1.142,2.31,365.806,4.286,1.457,2.456,3.929,2750.118,40.567,21644.72,0.268
3.325,2.723,1.025,246.621,1.897,1.803,2.681,3.173,1245.527,33.368,16682.285,1.34
4.93,3.435,1.991,392.779,3.997,5.62,4.594,3.551,1158.039,31.478,4424.644,0.536
3.409,3.597,1.736,274.887,4.257,5.469,2.912,3.614,828.923,28.255,2595.894,0.0
4.607,2.786,1.061,137.446,4.664,2.823,4.163,3.434,971.164,29.943,7593.107,0.0
3.804,2.049,3.016,177.914,1.075,3.701,2.825,3.904,1330.853,34.017,22767.85,1.072
3.489,4.717,3.716,185.977,1.182,3.965,2.928,3.361,1081.941,30.578,8435.545,0.0
4.854,4.143,3.638,84.749,1.301,3.194,4.251,3.829,432.591,22.951,1775.243,0.268
3.029,1.988,2.01,89.146,4.944,3.974,3.6,3.173,538.3,24.527,3422.168,0.0
4.321,1.292,2.627,125.347,3.042,3.861,2.422,3.575,488.555,24.68,12781.475,0.0
4.356,4.251,2.54,189.848,4.19,4.504,2.772,3.398,1117.98,31.303,3398.361,0.0
4.509,2.405,2.321,354.996,1.584,2.042,1.987,3.297,2139.787,38.179,29485.511,0.268
4.97,1.106,3.386,65.698,1.928,2.161,4.383,3.799,275.217,20.59,2379.339,0.0
3.452,4.549,4.122,28.012,3.101,3.066,1.928,3.254,115.255,15.501,218.566,0.0
4.644,1.012,1.069,274.631,2.176,1.623,3.78,3.115,986.847,30.49,26584.546,0.268
4.029,1.82,4.1,350.332,4.984,3.787,2.032,3.534,775.278,27.15,4548.289,0.0
3.982,3.164,2.772,88.119,4.826,3.089,3.087,3.183,821.79,27.466,6499.946,0.536
3.659,2.451,1.152,333.992,2.951,3.829,1.657,3.471,1873.31,36.935,33300.079,1.609
4.198,3.528,2.758,342.709,3.851,5.6,2.262,3.888,1667.959,36.109,5572.146,0.0
4.769,2.61,2.166,32.151,1.703,3.609,4.714,3.383,257.05,20.42,1559.401,0.0
3.391,2.407,2.134,187.881,3.393,2.909,3.49,3.591,1191.299,31.629,6320.918,0.536
4.778,1.888,4.322,397.887,2.848,1.818,3.056,3.462,2287.956,38.955,17172.366,0.804
3.947,1.075,1.697,184.676,2.705,3.891,2.429,3.642,850.726,30.031,9153.119,1.34
3.125,1.405,1.825,89.741,2.362,4.228,3.496,3.178,591.316,25.887,2958.363,0.804
4.696,4.049,1.457,242.843,3.835,3.405,3.185,3.79,1246.683,31.689,9424.89,0.0
3.315,4.309,4.74,390.581,4.921,3.807,2.453,3.419,2202.068,37.181,6555.95,1.072
4.026,1.95,2.503,219.655,4.561,3.406,3.532,3.74,903.196,28.211,5798.745,0.0
4.034,3.558,3.913,309.196,1.288,2.391,4.802,3.297,2395.331,39.347,10468.977,0.268
4.438,2.109,4.058,209.279,1.93,1.108,3.531,3.605,1768.582,36.263,20968.186,0.0
3.552,2.408,3.826,227.098,4.224,5.26,4.201,3.441,573.384,24.064,3719.954,0.536
3.377,2.632,4.938,317.577,4.07,4.517,4.934,3.136,1141.584,30.01,3277.302,0.536
3.704,4.846,2.088,209.349,4.388,5.081,1.739,3.251,1786.667,37.427,5986.404,0.268
3.424,1.084,2.901,196.203,2.242,4.453,1.68,3.418,410.834,23.03,6369.589,0.0
4.437,1.298,4.317,284.023,4.705,3.364,1.946,3.666,1051.126,29.345,6621.749,0.0
4.784,2.72,1.616,268.847,2.656,2.512,4.968,3.418,734.915,27.36,6546.119,0.0
3.619,3.8,4.827,96.114,2.366,1.125,3.013,3.213,927.018,29.099,7317.775,0.268
3.979,2.78,2.784,184.798,2.311,5.166,4.145,3.547,478.265,23.669,1866.724,0.0
4.125,1.462,3.938,241.933,1.349,2.719,1.355,3.275,1067.303,31.184,11449.475,0.804
3.944,2.177,4.348,224.517,4.791,2.728,4.441,3.238,941.354,27.867,4482.516,0.0
3.578,4.263,4.252,391.573,4.48,5.506,4.11,3.69,1743.129,34.408,3685.718,0.0
4.408,3.353,1.818,187.606,4.365,2.284,1.08,3.068,1860.861,37.309,6129.024,1.072
3.967,2.12,4.699,348.788,3.591,1.761,3.211,3.387,2632.724,39.185,48139.013,0.0
3.11,4.481,4.74,171.007,3.295,3.91,4.563,3.491,761.029,26.684,3051.812,0.0
3.097,4.673,2.964,208.518,4.233,4.87,1.661,3.85,912.502,29.754,4940.988,0.0
3.368,1.68,3.62,272.922,4.519,5.919,2.313,3.149,498.074,23.815,4242.967,0.0
4.488,2.592,1.563,287.75,3.854,3.057,3.969,3.889,995.237,30.21,7253.533,0.0
3.539,2.343,1.318,242.686,3.008,4.539,4.199,3.01,2255.515,38.444,7356.782,0.804
4.065,2.679,2.909,332.907,1.794,3.379,2.47,3.676,1046.997,30.59,12866.196,0.0
3.677,1.96,2.207,167.853,3.888,4.097,4.479,3.788,1108.704,31.429,8266.786,0.0
4.367,4.786,3.741,137.015,1.479,3.226,2.975,3.542,820.391,29.088,4721.771,0.0
4.222,3.701,1.938,42.229,3.992,2.806,3.028,3.812,259.611,20.0,1901.085,0.536
3.877,1.122,4.572,80.716,4.776,1.255,3.667,3.952,217.599,18.461,5191.783,0.0
3.686,2.438,2.163,402.9,4.668,2.043,1.859,3.797,1910.713,36.097,13499.048,1.877
3.521,3.983,1.388,266.048,1.467,4.565,1.258,3.812,972.051,31.337,5236.618,0.0
3.479,4.891,1.261,218.678,3.91,1.28,1.341,3.885,1994.208,37.768,16034.08,2.145
3.527,2.306,3.606,20.588,2.56,5.938,4.392,3.22,79.718,13.906,136.057,0.0
3.582,2.473,1.004,314.15,1.103,2.884,2.992,3.854,1618.544,37.099,10878.146,0.0
3.527,2.792,1.158,97.694,4.853,4.72,3.706,3.258,713.055,27.082,4558.454,0.268
3.276,4.303,3.345,313.825,4.725,3.194,4.874,3.012,1781.96,34.405,3862.551,0.0
4.228,2.473,2.805,26.587,1.104,4.733,2.18,3.902,127.08,16.35,750.118,0.0
3.863,3.002,3.634,169.407,3.088,4.155,3.316,3.454,852.759,28.405,4910.255,0.0
3.88,3.561,4.776,405.316,2.595,2.497,4.815,3.143,2934.501,40.333,31532.393,0.536
3.741,4.142,2.054,45.787,3.045,5.292,2.968,3.274,340.064,21.694,690.425,0.0
3.376,4.481,1.602,84.273,4.776,5.532,1.637,3.715,410.773,23.006,1077.022,0.0
4.154,4.705,2.725,282.379,4.872,1.82,2.315,3.354,2553.287,38.691,9728.832,1.34
4.758,2.539,4.206,295.826,1.989,4.105,4.978,3.451,838.856,28.372,8509.55,0.0
4.958,4.935,1.0,104.116,3.128,5.016,3.705,3.108,318.927,21.658,1115.087,0.0
3.51,2.569,3.917,116.731,2.751,4.735,2.806,3.418,633.938,26.274,1876.704,0.0
4.244,1.128,3.173,157.325,2.263,4.864,4.11,3.728,453.38,23.637,4589.048,0.536
4.162,2.103,4.41,66.798,4.671,3.78,1.876,3.999,442.271,22.899,4419.788,1.609
4.069,1.005,4.405,195.074,2.343,5.377,4.188,3.359,577.155,24.564,2334.939,0.0
4.108,2.223,4.749,13.523,3.245,1.225,1.604,3.957,188.334,18.384,737.312,1.072
3.429,2.951,2.334,255.569,3.807,3.413,1.28,3.287,1782.345,36.5,26341.443,1.609
4.948,4.445,2.716,141.275,2.538,4.44,3.627,3.877,894.266,29.42,5726.24,0.0
4.225,2.634,2.682,407.606,4.357,1.058,3.329,3.936,2554.206,38.35,22674.855,0.268
3.459,2.689,1.229,322.075,3.088,4.364,3.792,3.831,1168.433,32.583,6178.961,0.0
3.437,4.265,3.831,127.885,4.155,5.081,4.634,3.814,591.396,24.737,1628.375,0.268
4.071,2.22,2.128,298.934,2.234,5.487,1.82,3.594,659.096,27.035,8435.347,0.0
4.764,2.504,1.817,46.929,1.346,4.705,1.199,3.751,238.914,20.096,1539.974,0.536
3.442,4.026,1.205,298.756,3.574,4.075,4.58,3.403,1442.769,34.079,6274.183,0.268
3.494,4.811,3.418,325.538,2.772,5.624,2.424,3.372,874.331,28.882,2967.521,0.0
3.18,4.35,4.186,277.259,2.369,2.709,1.6,3.55,2125.623,38.203,18015.924,0.536
3.463,1.542,3.907,276.625,3.234,4.226,4.216,3.59,1151.916,30.704,7231.535,0.0
3.043,3.741,3.468,108.366,2.073,4.388,3.913,3.689,495.205,24.794,3397.471,0.0
3.429,3.292,1.055,154.949,3.72,5.289,2.688,3.495,702.556,27.589,3994.718,0.0
4.569,2.382,1.601,256.945,3.5,3.341,4.453,3.209,1064.561,30.644,3956.824,0.0
4.689,4.866,1.498,245.588,4.173,2.802,4.625,3.773,2312.344,39.631,13579.889,0.268
4.844,4.11,2.789,77.541,3.18,1.112,3.178,3.352,631.783,26.746,2153.819,0.0
4.477,3.085,1.363,218.627,1.709,2.122,3.241,3.824,1953.008,38.139,17254.291,0.536
3.245,2.602,4.311,182.066,4.069,1.55,1.03,3.319,778.863,27.397,4658.816,0.536
3.596,1.228,4.954,173.89,3.408,2.48,3.022,3.855,764.639,26.996,29134.075,0.536
4.839,1.537,3.506,257.913,1.096,1.715,4.934,3.905,2880.595,41.178,19447.833,0.0
3.839,3.304,3.877,130.281,1.298,5.429,4.742,3.117,584.538,25.957,2663.017,0.536
4.006,4.774,2.282,184.662,2.679,2.037,3.307,3.166,2042.825,38.538,6814.733,0.0
4.135,3.266,1.249,382.893,2.621,2.585,1.094,3.611,1979.486,39.401,16274.012,0.268
3.617,2.511,2.79,399.34,2.519,3.149,3.878,3.083,1329.942,32.369,17545.281,0.0
4.283,2.092,1.292,27.319,1.422,5.322,1.588,3.284,179.399,18.705,799.28,0.536
4.906,4.736,1.127,309.586,1.099,2.606,1.457,3.946,2877.749,44.612,17322.236,2.145
4.353,3.019,1.284,64.254,1.372,5.184,2.588,3.939,534.388,25.413,1224.667,0.0
4.072,3.332,2.557,210.322,2.415,3.866,3.326,3.868,1267.97,32.4,4247.881,0.268
4.409,2.982,4.754,144.634,2.187,1.137,1.798,3.194,1465.008,33.854,7416.199,1.072
3.723,3.519,1.63,271.968,2.427,1.059,2.967,3.397,3785.312,47.04,46353.364,0.268
4.924,2.733,3.828,114.064,2.333,1.322,2.27,3.915,538.718,24.634,4425.923,0.268
3.017,2.569,3.926,334.39,4.64,5.559,1.05,3.69,1051.088,31.315,10829.269,0.0
3.18,4.039,3.454,127.971,3.883,2.956,2.755,3.435,561.493,25.658,4034.253,0.268
3.044,1.496,2.186,44.742,2.71,5.98,2.199,3.259,268.636,20.697,1871.489,1.072
4.79,2.45,4.624,214.321,1.526,3.624,4.949,3.532,914.413,29.83,10785.848,0.0
4.658,3.956,2.972,315.72,3.248,4.846,2.561,3.899,896.723,29.462,4953.34,0.0
3.075,4.516,4.019,288.714,2.825,1.803,4.459,3.204,3870.651,44.99,29613.583,0.0
3.516,1.902,1.794,184.461,2.001,3.912,2.708,3.741,1007.88,31.584,4653.671,0.0
4.67,2.474,2.01,170.347,4.331,1.834,4.182,3.087,477.717,24.385,2556.406,0.0
3.892,3.065,4.981,309.647,4.803,3.021,2.032,3.991,1260.354,30.639,6860.551,0.0
4.887,4.77,2.524,216.807,2.519,2.442,3.426,3.21,1649.784,35.131,8749.094,0.536
3.046,4.517,4.408,243.177,3.768,4.128,1.862,3.949,1927.48,35.918,4579.906,0.804
4.23,1.25,4.416,133.442,1.235,3.666,1.564,3.035,397.966,22.917,2467.437,0.536
4.684,1.077,1.312,371.986,3.736,5.519,2.036,3.817,1266.4,33.65,13529.621,1.072
4.485,2.454,3.376,118.233,1.361,2.354,3.271,3.121,475.832,24.755,2767.938,0.268
4.873,2.726,2.826,377.024,2.647,1.147,2.67,3.377,4823.279,49.013,30012.852,0.536
4.673,3.387,4.615,317.267,4.456,5.986,2.419,3.393,804.934,27.139,1146.546,0.268
4.942,1.187,4.186,136.982,3.486,1.423,2.296,3.552,699.954,26.467,5782.639,1.34
4.164,1.446,3.503,114.122,4.997,4.742,2.433,3.482,242.885,19.269,1330.894,0.0
3.103,3.427,2.446,373.853,1.495,5.79,3.058,3.28,1350.98,33.489,8688.745,0.0
3.69,1.638,3.734,379.925,2.505,4.266,1.184,3.086,1048.591,32.143,14127.427,0.268
3.641,1.991,1.919,48.848,1.127,2.756,1.182,3.82,386.659,23.076,4023.232,0.804
3.864,4.812,1.263,117.242,1.105,2.128,2.747,3.978,1309.396,34.017,8464.736,0.0
4.872,1.598,2.836,196.256,3.734,5.224,1.32,3.676,839.122,28.796,6902.928,1.609
3.824,4.585,2.573,410.226,2.158,2.907,1.508,3.275,3323.026,44.026,10275.902,2.145
3.194,3.698,3.951,371.263,1.235,5.352,3.908,3.435,2491.143,41.516,11451.322,0.536
4.281,1.126,3.981,408.022,3.436,3.967,3.78,3.087,1865.213,36.088,9213.082,0.536
3.809,2.08,4.628,243.822,1.814,5.424,3.549,3.908,1913.611,37.219,10920.453,0.268
4.995,2.597,4.378,15.744,2.033,3.652,1.619,3.064,68.783,13.455,969.581,0.0
4.661,3.177,1.295,209.632,4.2,4.581,3.49,3.343,1529.149,34.437,6850.311,0.536
3.82,1.076,4.835,335.583,4.017,3.821,4.761,3.116,758.109,26.35,7909.905,0.0
3.668,3.444,1.482,154.989,2.89,5.725,3.683,3.315,824.811,27.87,3422.829,0.0
3.889,3.664,4.667,205.895,4.032,1.632,2.514,3.736,1707.255,34.322,21945.349,1.34
4.177,4.539,2.294,105.222,4.792,1.287,3.759,3.001,632.764,25.428,1388.917,0.0
3.885,1.913,3.369,129.76,3.608,2.053,3.598,3.2,673.959,26.648,5721.631,0.0
4.862,2.37,1.542,221.389,3.113,2.355,1.017,3.407,2313.299,41.236,19745.142,0.268
3.579,1.5,1.032,29.385,3.918,1.679,3.667,3.05,170.755,17.535,1693.011,0.0
4.681,2.771,2.926,414.527,4.478,4.222,3.95,3.111,1124.653,31.03,4767.209,0.0
4.39,4.839,4.09,363.417,1.395,3.241,4.731,3.209,1370.911,32.083,8971.906,0.536
4.974,1.499,1.444,99.516,3.885,2.248,1.832,3.438,532.583,24.893,3565.589,1.877
4.726,4.675,4.61,416.67,1.706,3.843,3.925,3.069,2842.613,41.767,9915.039,0.0
4.134,2.349,1.241,146.523,2.004,3.406,3.517,3.322,776.632,28.133,4728.611,0.0
4.191,2.912,2.19,127.768,3.063,5.929,3.506,3.63,312.624,21.07,1482.96,0.0
4.892,1.134,2.191,202.064,1.059,1.351,3.025,3.232,894.368,29.511,21588.661,0.536
4.252,4.673,4.959,325.896,2.397,2.935,3.059,3.203,2402.674,38.025,18609.055,0.0
3.613,1.138,4.213,335.127,3.475,4.513,3.294,3.08,1214.74,31.707,6146.902,0.0
4.643,4.863,2.501,293.989,2.697,5.206,1.912,3.35,1006.299,30.556,2000.002,0.0
4.187,4.099,3.47,207.567,4.696,2.863,1.012,3.113,797.74,27.58,3095.375,0.268
3.893,4.65,4.931,49.787,4.817,3.75,1.0,3.484,300.481,20.289,614.195,0.0
3.572,1.758,2.498,190.066,1.777,1.083,3.452,3.297,1158.209,32.366,11938.135,0.0
3.696,4.569,1.691,193.908,2.162,3.128,2.28,3.134,1177.554,32.924,4819.144,0.0
3.69,1.3,2.433,377.561,3.362,3.234,1.741,3.263,956.283,30.402,10688.44,0.804
3.167,1.272,2.826,34.367,4.566,5.727,4.762,3.643,89.12,14.119,259.091,0.0
4.9,2.947,1.993,323.115,3.349,4.686,2.909,3.434,1674.707,36.483,12802.844,1.072
4.43,2.622,4.799,363.548,3.486,3.909,1.998,3.283,2584.657,40.264,29969.984,0.268
4.215,2.879,3.635,129.455,1.433,5.208,1.969,3.431,393.206,23.192,2890.871,0.0
3.987,3.338,4.706,93.517,4.35,5.538,4.044,3.142,427.13,22.566,1724.876,0.804
4.949,4.504,4.455,111.105,1.041,1.385,4.763,3.049,790.575,28.051,2498.482,0.536
